NAME,HOX_D1,HOX_D2,HOX_D4,HOX_D7,HOX_D14
ILMN_3201975,0.327388735,-0.392354286,-0.043406749,0.242542963,-0.540032183
ILMN_2404850,-0.004652485,0.223166094,0.187739581,0.247512469,-0.589790743
ILMN_1861556,0.307291488,-0.033022341,0.263055754,0.130931044,0.370733021
ILMN_1857476,0.25193308,0.084268555,0.120110342,0.173458936,0.353551527
ILMN_1699767,0.0229057,0.054513127,-0.019083662,0.135046475,-0.411423869
ILMN_2212156,0.215914088,0.088912,0.075301738,0.044682662,-0.566402784
ILMN_1911873,-0.006647679,0.226356718,0.182500791,0.186112533,0.42914014
ILMN_1702609,0.029874276,-0.187568954,0.02506581,-0.073037942,-0.484787759
ILMN_1793349,-0.068186996,-0.182491592,-0.059257829,-0.189486405,-0.454792262
ILMN_1717834,0.082115606,0.073991727,0.114079211,0.261176131,-0.4208281
ILMN_2407235,0.075677044,-0.02910849,-0.077977644,0.073897729,-0.704552495
ILMN_2179397,-0.107987935,0.148285156,0.032619437,0.01050796,-0.486466655
ILMN_2122022,-0.083108461,0.202283895,-0.115196875,-0.148042825,0.328966908
ILMN_2057826,0.033522372,-0.022946773,0.115763244,-0.009129938,-0.389440716
ILMN_2344455,0.028144002,0.020729945,0.117721343,0.132847481,-0.456179617
ILMN_3304887,0.053515682,0.14963298,-0.029909983,0.047317669,-0.407270519
ILMN_3188076,0.064476271,0.089058925,0.031342958,0.197841759,-0.470468852
ILMN_1773063,0.158851552,-0.0456166,0.113165689,0.074735878,0.33803468
ILMN_1911007,0.264102756,0.203968052,-0.008454956,0.017121126,0.295294069
ILMN_1807945,0.1449374,-0.007394844,-0.002765069,0.037033603,-0.413571688
ILMN_1670438,0.172137581,0.21244221,0.171484058,0.127519963,0.439805188
ILMN_3289489,-0.042072393,0.145308356,0.086298615,-0.022654449,-0.59325502
ILMN_2181540,-0.083808537,0.001891694,0.00173187,0.061182678,-0.530475273
ILMN_2066348,-0.140741569,-0.037392005,0.045390981,-0.101745684,-0.431234341
ILMN_3211935,-0.02946515,0.095134779,-0.08769128,0.097351606,-0.32735172
ILMN_3236130,0.065032797,0.139432155,-0.036616748,0.147694342,-0.673236483
ILMN_1755882,0.020830549,-0.049718244,-0.012043314,-0.006262294,-0.514553297
ILMN_3239653,-0.040701601,0.014464335,-0.098245779,-0.040726046,-0.403555095
ILMN_1799717,0.176228647,-0.065017068,0.058446194,0.14497203,0.414820571
ILMN_1732080,0.019751926,-0.157427737,-0.033402012,-0.017640038,-0.40642783
ILMN_3246097,0.066045827,-0.009141818,0.021602001,-0.031672369,-0.627244403
ILMN_1737413,0.146503599,-0.099817831,-0.021636268,0.020152205,-0.401124939
ILMN_1745423,-0.137441826,0.111010882,-0.036652071,-0.191169003,-0.444378693
ILMN_1729019,0.128012727,-0.037123075,-0.013327422,-0.19086551,-0.618357408
ILMN_1796106,0.218286913,0.080181145,0.019164533,0.262911635,0.329360263
ILMN_1662409,0.006237181,-0.184930362,-0.019812102,0.041519209,-0.517642537
ILMN_1764163,0.309182833,-0.052871766,0.14393247,0.121216072,-0.471771568
ILMN_3279877,0.049232514,-0.118913798,-0.243676799,-0.058784591,-0.328516286
ILMN_3200597,0.126170581,0.110925927,-0.030904534,0.134085248,-0.412296754
ILMN_3202315,-0.044847502,0.088200309,0.01566176,0.165940824,-0.609076152
ILMN_1763730,-0.030200085,-0.116034771,0.058000477,0.060621306,-0.327352221
ILMN_2398388,-0.040384309,-0.035171977,-0.078999297,-0.128838633,-0.451783375
ILMN_1692588,-0.05866818,-0.133090555,-0.035299818,-0.014273622,-0.378625799
ILMN_1764087,0.035496772,0.192028199,0.103539114,0.128343824,0.332420467
ILMN_3256445,-0.002910156,-0.217122276,-0.156840494,-0.195765357,-0.642933943
ILMN_2366212,-0.059504863,-0.345967363,-0.201511268,0.029427953,-0.412662972
ILMN_2370160,-0.053308259,-0.14729322,0.043603092,-0.238101067,-0.448590996
ILMN_3275771,0.097379107,0.109437667,0.08008341,0.251567133,-0.697720683
ILMN_1791568,0.047292132,0.103356176,0.204210776,0.242512863,-0.474608338
ILMN_1657153,-0.062174088,-0.195264992,-0.017798474,-0.240547539,-0.477604997
ILMN_1679127,-0.00845897,0.108159125,-0.101969429,-0.066884045,-0.45508853
ILMN_1654875,0.041201225,0.163558906,-0.01164265,0.080992268,0.388461521
ILMN_3207738,0.096206975,-0.244684477,0.010559485,0.08819732,-0.84264607
ILMN_3230286,0.275753891,0.2999214,-0.029680236,0.117966402,-0.429789263
ILMN_1730516,0.067534886,0.167512311,0.013125669,0.064514762,-0.537929016
ILMN_1713901,0.037565704,-0.161499453,0.224757015,0.062920964,0.43442393
ILMN_2347917,-0.023466022,0.187926766,0.144770069,0.088501973,-0.368326397
ILMN_1676848,-0.001387465,-0.08019737,-0.048797616,0.060422029,-0.35534021
ILMN_2273261,0.149710906,-0.021075766,0.015638264,0.069120992,-0.479968265
ILMN_1707337,0.003523334,0.040150241,0.126430359,0.151998249,-0.354229363
ILMN_1691223,-0.247812172,0.040358872,0.049473746,-0.325068511,0.420542214
ILMN_1668055,0.055900332,0.062251781,-0.144320336,0.079862385,0.447160321
ILMN_2327994,-0.084144529,-0.167354453,-0.090965025,0.139966862,-0.609426998
ILMN_1712530,0.006482414,-0.145611624,-0.116076407,0.039676367,-0.41001718
ILMN_1701289,-0.11717491,-0.174537051,-0.101125669,-0.1558812,-0.614679682
ILMN_2211800,0.180953469,0.296990892,-0.027312375,-0.180583598,-0.607093344
ILMN_1743187,-0.048178751,-0.101182153,-0.005436945,0.099743545,-0.389628685
ILMN_3225304,0.018516988,0.049089616,-0.033743902,-0.111025582,-0.477408793
ILMN_2285375,-0.130253465,-0.079299548,-0.125976518,0.196373672,-0.570790127
ILMN_2145250,-0.005735565,0.065028988,-0.140180193,-0.191221865,-0.482468447
ILMN_1677906,0.230711227,-0.04699003,-0.203556709,0.133967372,-0.633190389
ILMN_3211857,0.133586996,0.162691145,-0.063390723,-0.191547178,-0.437506543
ILMN_1694666,-0.000102352,-0.251563993,-0.120814173,-0.048388742,-0.439164345
ILMN_2046315,0.215714301,0.134154829,-0.070433616,-0.052744544,-0.666967641
ILMN_2077733,0.175233453,-0.019759772,0.233640332,0.280336576,-0.539549846
ILMN_2129715,-0.035950753,-0.065161177,-0.036070326,-0.104246935,-0.380057371
ILMN_2396996,-0.015004763,-0.053381778,-0.007234111,-0.015553259,-0.360451318
ILMN_3297130,-0.103717826,0.094683131,0.117989497,0.027520568,-0.525983782
ILMN_3195253,0.017436476,-0.058743418,-0.047846257,0.196881893,-0.454898376
ILMN_1687036,-0.085320777,0.093901249,0.041060904,-0.182100933,-0.436170285
ILMN_1693421,0.196499339,0.13177765,0.037056419,0.035190074,-0.284505659
ILMN_1818205,0.134199805,0.370075338,0.136874653,0.205001231,0.386506653
ILMN_1651499,0.046802811,0.045666971,0.010587393,0.045044651,-0.356591143
ILMN_1655827,0.00371882,-0.052462938,-0.002874634,-0.03325783,-0.492063203
ILMN_1786186,-0.077064254,0.154567474,-0.129366902,-0.044585583,-0.353277343
ILMN_1776480,0.065959843,0.044325491,0.017922486,0.033291091,0.405093791
ILMN_1763907,-0.046403085,0.172485382,-0.151485756,-0.385664339,-0.426664284
ILMN_3278548,0.093430746,-0.052390504,-0.157772774,-0.078430378,-0.890622057
ILMN_1706013,0.079314164,0.255343712,0.18081897,0.308318987,-0.517226956
ILMN_3292163,0.139376904,-0.323933639,-0.20085753,-0.154607609,-0.377691136
ILMN_2362368,0.198824662,0.289430536,0.189739527,-0.152913037,-0.499587784
ILMN_2047599,-0.027109272,-0.074265413,0.162700396,0.000328795,0.331258152
ILMN_1751120,0.368951357,0.155295854,0.133929076,0.235740572,0.493866623
ILMN_1720088,0.072966201,0.093026255,-0.011189533,-0.024764765,-0.422693967
ILMN_1797055,0.265180573,0.250705577,0.189254767,0.310556726,0.327426715
ILMN_1655663,0.124156491,0.074815528,0.057545391,0.181486285,0.360394913
ILMN_2063584,-0.063524389,-0.117702456,-0.129530062,-0.305756451,-0.463284649
ILMN_1704261,0.143166282,-0.259667507,0.159507086,0.294224714,-0.419710395
ILMN_1656402,-0.059846953,0.134109283,-0.020018021,0.039004316,-0.455804088
ILMN_1778617,-0.087951629,0.191516597,0.071284288,-0.096002519,-0.402619936
ILMN_2113074,-0.01382664,0.076513786,-0.05757352,-0.118071163,-0.527338307
ILMN_2148507,-0.09986308,-0.022683964,-0.095810944,-0.023412187,-0.382448949
ILMN_1763265,-0.097499215,0.03745695,0.006463595,-0.073896328,0.371394235
ILMN_1660270,-0.063008614,-0.000297404,-0.088783696,-0.018894066,-0.427005415
ILMN_2362293,0.030949685,-0.098086965,-0.021513116,-0.056376311,-0.434314232
ILMN_3272590,0.181327414,0.017158207,-0.294408126,0.32644283,-0.37284073
ILMN_1892996,-0.024116761,0.031759393,-0.068243695,0.079530283,0.419011851
ILMN_2122103,-0.136561173,-0.097354952,-0.025128059,-0.318312039,-0.711897034
ILMN_3216794,0.128461379,0.186547827,0.03250297,0.013470916,-0.305234587
ILMN_2211672,0.071537434,-0.074719895,0.044472219,-0.189795579,-0.486654603
ILMN_3249093,-0.009368861,-0.041779483,0.100849834,-0.116070203,0.685207853
ILMN_3211906,0.079535724,-0.016260539,-0.098596056,0.143809989,-0.410436711
ILMN_2389155,-0.090951212,-0.08826893,-0.102361137,-0.231760191,-0.486949179
ILMN_1885728,-0.034536134,-0.113780036,-0.027126143,-0.166476234,-0.337727523
ILMN_3245517,0.102076899,-0.127053888,0.036320286,0.235942265,-0.54913272
ILMN_3284084,0.098194223,-0.137628878,0.007555188,0.214483,-0.405896522
ILMN_3243871,0.08069649,-0.184521785,0.071332149,-0.207548851,-0.528942248
ILMN_2352036,-0.130317921,-0.218133533,-0.288903197,-0.129774148,-0.484400901
ILMN_1859007,-0.059104774,-0.014255295,-0.114634281,-0.195985872,-0.381963438
ILMN_1750880,-0.041342812,0.075186321,-0.012871166,-0.095835449,-0.291758168
ILMN_3283470,0.187116353,-0.068808654,-0.017633636,0.325989205,-0.577819488
ILMN_2088612,0.01377967,0.076080459,-0.081853021,-0.036777284,-0.36358319
ILMN_1782377,-0.043476764,-0.017830377,0.026026412,-0.108341107,-0.455426386
ILMN_2226415,-0.010994802,0.192177232,0.058372629,-0.046053911,-0.305748037
ILMN_3301451,0.041443402,0.09942184,0.014826761,-0.200207298,-0.372194633
ILMN_1809400,-0.039667496,-0.016463755,-0.082483378,-0.11712795,-0.440421945
ILMN_1809439,0.036573523,0.110482222,-0.096340288,0.019243674,-0.468500723
ILMN_1692545,0.022411673,0.028923756,-0.050995695,-0.145707148,-0.365218316
ILMN_2192694,0.022977288,0.32467486,0.150012005,0.164896186,-0.518453819
ILMN_NORMAX,1.5,1.5,1.5,1.5,1.5
ILMN_NORMIN,-1.53,-1.53,-1.53,-1.53,-1.53
