ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_2120072,0.26,0.09,0.24,-0.36,-0.31
ILMN_3238106,0.26,0.09,0.24,-0.36,-0.31
ILMN_1671048,0.17,-0.09,0.08,-0.38,-0.2
ILMN_1730118,0.17,-0.09,0.08,-0.38,-0.2
ILMN_1657665,0.17,-0.09,0.08,-0.38,-0.2
ILMN_2217601,0.11,-0.13,-0.28,0.11,-0.08
ILMN_1801572,-0.03,-0.11,-0.09,-0.43,0.16
ILMN_1811877,0.16,-0.05,-0.12,0.43,0.12
ILMN_2387995,0.16,-0.05,-0.12,0.43,0.12
ILMN_1780894,0.16,-0.05,-0.12,0.43,0.12
ILMN_1670379,0.16,-0.05,-0.12,0.43,0.12
ILMN_2179083,-0.03,0.01,-0.18,-0.37,0.25
ILMN_1738572,-0.03,0.09,-0.25,-0.3,-0.11
ILMN_2285141,-0.03,0.09,-0.25,-0.3,-0.11
ILMN_1777726,-0.03,0.09,-0.25,-0.3,-0.11
ILMN_1756873,-0.03,0.09,-0.25,-0.3,-0.11
ILMN_1655545,0.04,0.01,-0.23,-0.28,-0.1
ILMN_1802377,-0.15,0.04,0.38,0.17,0
ILMN_1780840,-0.17,-0.07,-0.08,-0.23,-0.2
ILMN_1668270,-0.03,0.08,0.17,0.25,0.06
ILMN_1683786,0.13,0.13,0.2,-0.35,0.06
ILMN_2389935,0.13,0.13,0.2,-0.35,0.06
ILMN_1670439,0.13,0.13,0.2,-0.35,0.06
ILMN_1779347,0.02,-0.14,-0.26,-0.28,0.04
ILMN_1802627,0.09,0.05,0.43,0.16,0.17
ILMN_1665066,-0.03,-0.06,-0.26,-0.12,-0.1
ILMN_1770936,0,0,-0.29,-0.1,-0.04
ILMN_1787526,-0.31,0.18,-0.2,0.5,0.2
ILMN_2279484,-0.31,0.18,-0.2,0.5,0.2
ILMN_1774860,0.15,0.05,0.14,-0.42,-0.26
ILMN_2043828,0.15,0.05,0.14,-0.42,-0.26
ILMN_1807501,0.12,0.01,0.19,0.32,0.14
ILMN_1706149,-0.03,0.14,0.17,0.33,0.09
ILMN_1691131,-0.02,0.01,-0.07,-0.29,-0.23
ILMN_2101375,-0.05,-0.07,-0.09,-0.25,-0.04
ILMN_2215545,-0.12,0.29,0.6,0.18,0.14
ILMN_1705753,-0.12,0.29,0.6,0.18,0.14
ILMN_1680967,0.11,-0.04,0.04,-0.49,-0.04
ILMN_1686668,-0.1,-0.1,-0.32,0.06,-0.08
ILMN_2378696,-0.1,-0.1,-0.32,0.06,-0.08
ILMN_1658027,0.16,0.24,0.5,0.4,0.21
ILMN_1676822,0.29,-0.2,-0.38,-0.56,-0.11
ILMN_1695807,0.11,-0.09,-0.15,-0.3,-0.15
ILMN_2400326,0.11,-0.09,-0.15,-0.3,-0.15
ILMN_2400322,0.11,-0.09,-0.15,-0.3,-0.15
ILMN_1684184,-0.12,0.29,-0.27,0.27,-0.59
ILMN_1794588,-0.12,0.29,-0.27,0.27,-0.59
ILMN_2374244,-0.12,0.29,-0.27,0.27,-0.59
ILMN_2374249,-0.12,0.29,-0.27,0.27,-0.59
ILMN_1730824,0,-0.02,-0.03,-0.28,-0.21
ILMN_1689817,-0.06,-0.14,0.14,-0.41,-0.1
ILMN_2062381,-0.06,-0.14,0.14,-0.41,-0.1
ILMN_1719755,0.01,-0.15,0.04,-0.38,-0.02
ILMN_1691535,-0.11,-0.13,-0.43,-0.31,-0.08
ILMN_2385161,-0.11,-0.13,-0.43,-0.31,-0.08
ILMN_2331163,0.21,-0.07,-0.11,-0.38,0.19
ILMN_1686156,0.21,-0.07,-0.11,-0.38,0.19
ILMN_1695792,0.21,-0.07,-0.11,-0.38,0.19
ILMN_1702221,0.22,0.21,0.34,0.11,0.22
ILMN_2407124,0.22,0.21,0.34,0.11,0.22
ILMN_1798581,0.22,0.21,0.34,0.11,0.22
ILMN_1803838,0.09,0.07,-0.4,-0.24,-0.11
ILMN_1677785,0.11,-0.05,0.01,-0.21,0.02
ILMN_1749629,-0.01,0.07,0.21,0.18,-0.01
ILMN_1702636,0.33,0.1,0.23,0.52,0.24
ILMN_1699489,0.33,0.1,0.23,0.52,0.24
ILMN_1673207,0.16,0.31,0.3,0.17,0.14
ILMN_1751656,0.16,0.31,0.3,0.17,0.14
ILMN_1782983,0.16,0.31,0.3,0.17,0.14
ILMN_1682781,-0.17,-0.03,-0.21,-0.26,-0.3
ILMN_1737964,0.09,0.06,0.04,0.32,0.11
ILMN_1664371,0.09,0.06,0.04,0.32,0.11
ILMN_1777058,0.09,0.06,0.04,0.32,0.11
ILMN_1703229,0.09,0.06,0.04,0.32,0.11
ILMN_1805922,-0.15,-0.03,-0.45,0.11,0.07
ILMN_2191803,0.02,-0.07,0.07,0.27,0.12
ILMN_1758272,0.02,-0.07,0.07,0.27,0.12
ILMN_1697820,0.09,-0.05,0.34,0.02,-0.13
ILMN_1651705,0.36,0.02,-0.43,-0.54,0.08
ILMN_2151739,0.36,0.02,-0.43,-0.54,0.08
ILMN_1684158,-0.03,0.05,0.38,-0.2,-0.04
ILMN_2181892,0.15,0.01,0.29,-0.39,-0.08
ILMN_1653613,0.05,-0.09,-0.2,0.28,0.15
ILMN_2379931,0.05,-0.09,-0.2,0.28,0.15
ILMN_1673395,0.05,-0.09,-0.2,0.28,0.15
ILMN_1697639,0.13,0.08,0.11,-0.28,-0.09
ILMN_1808435,0.13,0.08,0.11,-0.28,-0.09
ILMN_2364828,0.13,0.08,0.11,-0.28,-0.09
ILMN_1784627,-0.03,-0.18,0.33,0.27,-0.44
ILMN_1781472,-0.03,-0.18,0.33,0.27,-0.44
ILMN_1757134,0.05,0.1,0.34,0.37,0.19
ILMN_1742167,0.04,0.08,0.19,0.39,0.2
ILMN_3251341,0.04,0.08,0.19,0.39,0.2
ILMN_1759184,0.16,0.26,0.66,0.38,0.07
ILMN_2383484,0.16,0.26,0.66,0.38,0.07
ILMN_1681124,0.16,0.26,0.66,0.38,0.07
ILMN_1690259,0.1,0.08,0.07,0.35,0.23
ILMN_1781454,0.1,0.08,0.07,0.35,0.23
ILMN_2295042,0.1,0.08,0.07,0.35,0.23
ILMN_1785266,0.05,-0.06,0.04,-0.35,-0.08
ILMN_1749210,0.13,0.1,0.32,0.16,0.01
ILMN_1708101,-0.21,0.02,0.32,0.29,-0.03
ILMN_2112402,-0.1,0.1,0.24,0.12,-0.02
ILMN_1775901,-0.1,0.1,0.24,0.12,-0.02
ILMN_1754130,0.02,-0.3,-0.36,-0.22,-0.14
ILMN_3251625,0.06,-0.1,-0.24,-0.09,-0.45
ILMN_1787265,0.06,-0.1,-0.24,-0.09,-0.45
ILMN_1705390,0.14,0.2,0.26,0.3,0.2
ILMN_1813400,-0.04,-0.04,-0.12,-0.29,-0.1
ILMN_2075847,-0.1,-0.03,-0.33,-0.14,-0.09
ILMN_1687223,0.14,-0.06,-0.55,-0.32,-0.21
ILMN_2215211,0.14,-0.06,-0.55,-0.32,-0.21
ILMN_1710844,-0.19,0.07,0.49,0.31,0.65
ILMN_1724722,-0.19,0.07,0.49,0.31,0.65
ILMN_2262044,-0.19,0.07,0.49,0.31,0.65
ILMN_1721411,-0.19,0.07,0.49,0.31,0.65
ILMN_1789638,0,0,0.12,0.4,0.05
ILMN_1701940,-0.03,-0.03,0.24,-0.09,-0.11
ILMN_1762095,-0.12,0.1,-0.4,-0.28,-0.35
ILMN_2344182,-0.12,0.1,-0.4,-0.28,-0.35
ILMN_2259223,-0.12,0.1,-0.4,-0.28,-0.35
ILMN_1725441,0.06,0.1,0.13,0.29,0.18
ILMN_2278518,0.06,0.1,0.13,0.29,0.18
ILMN_2278512,0.06,0.1,0.13,0.29,0.18
ILMN_1811602,0.06,0.1,0.13,0.29,0.18
ILMN_1708510,0.06,0.1,0.13,0.29,0.18
ILMN_2379080,0.06,0.1,0.13,0.29,0.18
ILMN_1802331,0.06,0.1,0.13,0.29,0.18
ILMN_1717403,-0.05,-0.11,-0.12,0.27,0.1
ILMN_3251418,-0.05,-0.11,-0.12,0.27,0.1
ILMN_1667405,-0.05,-0.11,-0.12,0.27,0.1
ILMN_1681221,-0.05,-0.11,-0.12,0.27,0.1
ILMN_1674629,-0.07,-0.19,-0.06,-0.4,-0.18
ILMN_1813120,-0.13,-0.02,-0.36,-0.07,-0.01
ILMN_1796235,-0.02,0.18,0.28,0.34,0.15
ILMN_1807201,-0.13,-0.15,-0.19,-0.52,0.15
ILMN_1682336,0.15,0.28,0.52,0.39,0.27
ILMN_2135984,0.15,0.28,0.52,0.39,0.27
ILMN_1753002,-0.07,-0.1,-0.24,-0.18,-0.11
ILMN_1700923,-0.06,-0.04,-0.33,-0.05,-0.09
ILMN_2383727,-0.06,-0.04,-0.33,-0.05,-0.09
ILMN_1805658,-0.02,0.25,0.39,0.31,0.17
ILMN_1679460,0.09,-0.27,-0.81,-0.64,-0.67
ILMN_2277252,0.09,-0.27,-0.81,-0.64,-0.67
ILMN_1806320,0.09,-0.27,-0.81,-0.64,-0.67
ILMN_1705384,0.09,-0.27,-0.81,-0.64,-0.67
ILMN_1754489,-0.14,-0.06,-0.36,-0.31,-0.01
ILMN_3230215,-0.31,0.14,0.37,0.2,-0.17
ILMN_2082209,-0.31,0.14,0.37,0.2,-0.17
ILMN_3298423,-0.31,0.14,0.37,0.2,-0.17
ILMN_1667791,-0.23,-0.44,-0.42,-0.72,-0.47
ILMN_1702065,0.08,0.05,-0.05,0.23,0.12
ILMN_1752995,0.17,-0.1,-0.17,0.56,0.22
ILMN_2239774,0.17,-0.1,-0.17,0.56,0.22
ILMN_1670158,0.17,-0.1,-0.17,0.56,0.22
ILMN_1757882,-0.02,-0.13,-0.2,-0.47,0.13
ILMN_1800164,-0.24,0.14,-0.25,0.28,-0.2
ILMN_2382127,-0.24,0.14,-0.25,0.28,-0.2
ILMN_1727050,-0.24,0.14,-0.25,0.28,-0.2
ILMN_2382126,-0.24,0.14,-0.25,0.28,-0.2
ILMN_1655051,0.07,0.23,0.37,0.14,0.04
ILMN_1769532,0.07,0.23,0.37,0.14,0.04
ILMN_1658861,0.07,0.23,0.37,0.14,0.04
ILMN_1673529,0.08,-0.18,-0.22,-0.27,-0.09
ILMN_1686370,0.08,-0.18,-0.22,-0.27,-0.09
ILMN_1734190,0.06,-0.1,-0.14,-0.37,-0.13
ILMN_1749478,0.06,-0.1,-0.14,-0.37,-0.13
ILMN_1764261,0.21,0.02,0.14,-0.41,0.1
ILMN_2194229,0.21,0.02,0.14,-0.41,0.1
ILMN_1661325,-0.07,-0.11,0.13,0.29,0.22
ILMN_1749410,-0.07,-0.11,0.13,0.29,0.22
ILMN_3249059,-0.04,0.15,0.31,0.03,-0.08
ILMN_1805916,-0.03,0.03,-0.34,-0.35,-0.3
ILMN_2342762,0.03,0,0.25,0.15,0
ILMN_1725496,0.03,0,0.25,0.15,0
ILMN_1725244,0.13,0.21,0.27,-0.11,0.07
ILMN_1693905,0.13,0.21,0.27,-0.11,0.07
ILMN_1765326,0.04,-0.01,0.32,0.14,0.14
ILMN_1655664,0.04,-0.01,0.32,0.14,0.14
ILMN_1735301,0.04,-0.01,0.32,0.14,0.14
ILMN_1788377,-0.1,-0.1,-0.45,-0.17,-0.25
ILMN_2069267,0.11,-0.05,-0.21,-0.19,-0.4
ILMN_1770732,0,0.14,0.25,0.32,0.11
ILMN_1724145,0.03,0.14,0.39,0.16,0
ILMN_1726114,-0.02,0.07,0.05,0.35,-0.12
ILMN_1753143,-0.12,-0.02,0.1,0.41,-0.02
ILMN_2383383,0.06,0.13,-0.11,0.35,0.08
ILMN_1761247,0.06,0.13,-0.11,0.35,0.08
ILMN_1717677,0.02,-0.1,-0.24,-0.31,-0.16
ILMN_3235104,0.16,-0.02,-0.22,-0.42,-0.12
ILMN_1682449,-0.27,-0.07,-0.32,-0.01,-0.13
ILMN_3237956,0.04,0.21,0.29,0.32,0.09
ILMN_1696133,0.07,0.03,0.27,0.28,0.22
ILMN_1699082,-0.07,0.13,0.22,0.24,0.07
ILMN_2322935,-0.07,0.13,0.22,0.24,0.07
ILMN_1687074,0.03,-0.14,-0.31,-0.09,-0.09
ILMN_1661363,0.03,-0.14,-0.31,-0.09,-0.09
ILMN_2379560,0.03,-0.14,-0.31,-0.09,-0.09
ILMN_1774557,0.21,-0.04,0.07,-0.39,-0.1
ILMN_1774930,0.21,-0.04,0.07,-0.39,-0.1
ILMN_2244653,0.21,-0.04,0.07,-0.39,-0.1
ILMN_1655983,0.21,-0.04,0.07,-0.39,-0.1
ILMN_1739164,0.21,-0.04,0.07,-0.39,-0.1
ILMN_2324537,0.21,-0.04,0.07,-0.39,-0.1
ILMN_1667430,0.1,-0.07,-0.1,0.48,0.22
ILMN_1780058,0.1,-0.07,-0.1,0.48,0.22
ILMN_1766010,-0.15,0.17,0.73,-0.03,-0.11
ILMN_2408683,0.18,0.26,0.25,-0.1,0.5
ILMN_1672608,0.18,0.26,0.25,-0.1,0.5
ILMN_2388800,0.18,0.26,0.25,-0.1,0.5
ILMN_1691884,-0.22,0.43,1.57,0.26,-0.07
ILMN_1692121,-0.17,-0.2,-0.35,-0.06,0.03
ILMN_1778557,0.01,0.12,0.07,-0.22,-0.06
ILMN_2356068,0.01,0.12,0.07,-0.22,-0.06
ILMN_1671565,-0.01,-0.11,-0.37,-0.34,0.11
ILMN_1713124,0.07,-0.14,-0.64,-0.28,0.01
ILMN_2335198,0.13,-0.17,0.09,-0.27,-0.19
ILMN_1785785,0.13,-0.17,0.09,-0.27,-0.19
ILMN_1669033,0.13,-0.17,0.09,-0.27,-0.19
ILMN_3301197,-0.13,-0.09,-0.34,0.12,0.1
ILMN_1659415,-0.13,-0.09,-0.34,0.12,0.1
ILMN_3225432,-0.13,-0.09,-0.34,0.12,0.1
ILMN_2282729,0.12,0.19,0.4,0.12,0.07
ILMN_1723230,0.12,0.19,0.4,0.12,0.07
ILMN_1810836,0.12,0.19,0.4,0.12,0.07
ILMN_2294653,0.12,0.19,0.4,0.12,0.07
ILMN_2408024,0.12,0.19,0.4,0.12,0.07
ILMN_1795227,-0.09,-0.11,-0.38,-0.16,-0.13
ILMN_2300186,-0.09,-0.11,-0.38,-0.16,-0.13
ILMN_1715636,-0.05,0.11,0.29,0.36,0.17
ILMN_2278729,-0.05,0.11,0.29,0.36,0.17
ILMN_2379469,-0.05,0.11,0.29,0.36,0.17
ILMN_1671291,0.12,-0.05,0.03,0.39,0.12
ILMN_2190084,0.17,-0.14,-0.04,0.31,0.24
ILMN_1761363,-0.03,-0.17,-0.37,-0.14,-0.12
ILMN_1804676,-0.03,-0.17,-0.37,-0.14,-0.12
ILMN_1664175,-0.03,-0.17,-0.37,-0.14,-0.12
ILMN_1803698,-0.17,-0.24,-0.02,0.37,-0.05
ILMN_1741942,-0.17,-0.24,-0.02,0.37,-0.05
ILMN_1760683,0,0.01,-0.26,-0.05,-0.14
ILMN_1753755,0.1,0.18,0.45,0.39,0.24
ILMN_1806508,0.1,0.18,0.45,0.39,0.24
ILMN_1680732,0.1,0.18,0.45,0.39,0.24
ILMN_2395139,-0.11,-0.13,0.07,0.95,0.57
ILMN_1767685,-0.11,-0.13,0.07,0.95,0.57
ILMN_2246894,0.11,-0.09,0.29,-0.14,-0.07
ILMN_1726169,0.11,-0.09,0.29,-0.14,-0.07
ILMN_1804955,0.2,-0.16,-0.18,-0.51,-0.12
ILMN_1798728,0.08,0.16,-0.27,-0.28,0.12
ILMN_2406892,0.08,0.16,-0.27,-0.28,0.12
ILMN_1788481,-0.06,-0.05,0.18,0.29,-0.06
ILMN_1682225,-0.06,-0.05,0.18,0.29,-0.06
ILMN_1713751,-0.06,-0.05,0.18,0.29,-0.06
ILMN_1769702,0.13,0.03,0.37,0.19,0
ILMN_2119535,-0.01,0.07,0.08,0.32,0.18
ILMN_1801307,-0.01,0.21,0.23,0.94,0.65
ILMN_1756920,-0.1,0.11,0.31,0.47,0.44
ILMN_1799728,-0.1,0.11,0.31,0.47,0.44
ILMN_1751500,-0.1,0.11,0.31,0.47,0.44
ILMN_2384544,-0.1,0.11,0.31,0.47,0.44
ILMN_1757343,-0.05,0.18,-0.16,0.29,-0.11
ILMN_1712312,-0.03,0.11,0.06,0.33,0.09
ILMN_1758939,-0.09,0.24,0.19,0.38,0.09
ILMN_1661825,-0.33,-0.28,-0.32,-0.06,-0.16
ILMN_2331232,-0.33,-0.28,-0.32,-0.06,-0.16
ILMN_2331231,-0.33,-0.28,-0.32,-0.06,-0.16
ILMN_1687519,0.18,0.09,-0.58,-0.49,-0.19
ILMN_1748911,0.18,0.09,-0.58,-0.49,-0.19
ILMN_1788268,0,0.01,-0.02,0.3,-0.01
ILMN_3241953,-0.11,0.05,-0.24,-0.31,0.07
ILMN_1707649,0.08,-0.1,-0.4,-0.27,-0.2
ILMN_2404135,-0.06,-0.05,-0.4,-0.07,-0.21
ILMN_1724700,-0.06,-0.05,-0.4,-0.07,-0.21
ILMN_1733747,-0.06,-0.05,-0.4,-0.07,-0.21
ILMN_1812915,-0.05,0.24,0.56,0.24,0.11
ILMN_1699265,-0.05,0.24,0.56,0.24,0.11
ILMN_2331010,-0.05,0.24,0.56,0.24,0.11
ILMN_2388190,-0.16,0.19,-0.07,0.47,0.11
ILMN_1710325,-0.16,0.19,-0.07,0.47,0.11
ILMN_1681269,0.03,-0.02,0.13,-0.33,-0.14
ILMN_2150019,-0.08,-0.04,-0.36,-0.19,-0.2
ILMN_1660787,-0.08,-0.04,-0.36,-0.19,-0.2
ILMN_1735402,-0.08,-0.12,-0.19,-0.25,-0.06
ILMN_1700896,-0.02,-0.04,-0.11,-0.31,-0.13
ILMN_2198878,-0.06,0.11,-0.05,0.43,0.22
ILMN_1699574,-0.05,0.06,-0.08,0.44,0.03
ILMN_1742547,-0.05,0.06,-0.08,0.44,0.03
ILMN_1787567,0.44,0.17,-0.3,-0.82,0.28
ILMN_1711091,0.44,0.17,-0.3,-0.82,0.28
ILMN_1692177,0.44,0.17,-0.3,-0.82,0.28
ILMN_2412380,0.44,0.17,-0.3,-0.82,0.28
ILMN_3194508,-0.09,0.12,0.22,0.36,0.05
ILMN_1757237,-0.09,0.12,0.22,0.36,0.05
ILMN_3270972,-0.09,0.12,0.22,0.36,0.05
ILMN_1806561,-0.1,0.17,0.09,-0.22,0.12
ILMN_2240109,-0.1,0.17,0.09,-0.22,0.12
ILMN_2323338,-0.1,0.17,0.09,-0.22,0.12
ILMN_1753790,-0.18,-0.01,0.24,0.34,0.17
ILMN_1756308,0.14,0.1,0.17,0.23,-0.22
ILMN_2415439,0.14,0.1,0.17,0.23,-0.22
ILMN_1689665,0.14,0.1,0.17,0.23,-0.22
ILMN_1741054,0.02,0.05,0.24,0.13,0.13
ILMN_2374770,-0.09,-0.12,-0.27,0.13,0.02
ILMN_1793118,-0.09,-0.12,-0.27,0.13,0.02
ILMN_3237907,0.09,0.12,0.39,0.1,0
ILMN_1798014,-0.07,0.25,0.38,0.01,-0.07
ILMN_1710697,0.02,0,0.36,0.15,0.09
ILMN_1786125,-0.29,0.1,0.02,0.53,0.07
ILMN_2276598,0.03,-0.15,-0.23,-0.2,-0.28
ILMN_1754179,0.03,-0.15,-0.23,-0.2,-0.28
ILMN_1712803,-0.4,-0.14,0.15,0.37,0.26
ILMN_2323385,-0.15,0.11,-0.13,-0.27,0.04
ILMN_1792265,-0.15,0.11,-0.13,-0.27,0.04
ILMN_1735093,0.05,0.32,0.56,0.27,0.08
ILMN_1708143,-0.01,-0.16,-0.26,-0.29,-0.24
ILMN_2125010,-0.03,-0.07,-0.05,0.25,0.05
ILMN_1657129,-0.03,-0.07,-0.05,0.25,0.05
ILMN_1788489,-0.04,0.05,0.11,0.72,0.35
ILMN_1658702,-0.26,-0.06,0.02,0.69,0.14
ILMN_1795778,-0.16,-0.11,-0.43,-0.24,-0.22
ILMN_2280135,-0.16,-0.11,-0.43,-0.24,-0.22
ILMN_2381697,-0.16,-0.11,-0.43,-0.24,-0.22
ILMN_1708059,-0.09,0.17,0.39,0.2,0.08
ILMN_3251526,-0.09,0.17,0.39,0.2,0.08
ILMN_1684571,0.09,0,-0.21,-0.36,0.04
ILMN_1815716,-0.11,-0.06,-0.21,-0.35,-0.35
ILMN_1801943,-0.2,0.11,0.08,0.63,-0.14
ILMN_3307221,-0.2,0.11,0.08,0.63,-0.14
ILMN_2399300,-0.2,0.11,0.08,0.63,-0.14
ILMN_2399304,-0.2,0.11,0.08,0.63,-0.14
ILMN_2374425,-0.23,0.09,-0.22,0.32,-0.22
ILMN_1795852,-0.23,0.09,-0.22,0.32,-0.22
ILMN_2384785,-0.23,0.09,-0.22,0.32,-0.22
ILMN_1733419,-0.23,0.09,-0.22,0.32,-0.22
ILMN_2215881,-0.12,0.12,0,0.42,0
ILMN_1704134,-0.12,0.12,0,0.42,0
ILMN_1661387,-0.12,0.12,0,0.42,0
ILMN_1660819,-0.12,0.12,0,0.42,0
ILMN_1676363,-0.02,-0.01,0.33,0.12,-0.09
ILMN_1695949,-0.02,-0.01,0.33,0.12,-0.09
ILMN_1724709,-0.02,-0.01,0.33,0.12,-0.09
ILMN_1756204,0,0.13,0.28,0.34,0.13
ILMN_1660904,-0.1,0.24,0.41,0.42,0.42
ILMN_1754476,-0.1,0.24,0.41,0.42,0.42
ILMN_2361991,-0.1,0.24,0.41,0.42,0.42
ILMN_1715635,-0.05,0.1,-0.31,-0.07,0.09
ILMN_2071937,-0.05,0.1,-0.31,-0.07,0.09
ILMN_1710495,0.11,0.06,-0.11,-0.37,-0.08
ILMN_1743055,-0.09,-0.04,-0.1,0.38,-0.03
ILMN_1688071,-0.09,-0.04,-0.1,0.38,-0.03
ILMN_1708402,-0.09,-0.04,-0.1,0.38,-0.03
ILMN_1747244,0.25,-0.08,-0.59,-0.55,-0.09
ILMN_2228732,0.25,-0.08,-0.59,-0.55,-0.09
ILMN_1719792,0.11,0.24,0.16,0.42,0.28
ILMN_2179778,0.11,0.24,0.16,0.42,0.28
ILMN_1671839,-0.1,0.1,0.25,-0.2,0.13
ILMN_2335072,-0.1,0.1,0.25,-0.2,0.13
ILMN_1695119,-0.1,0.1,0.25,-0.2,0.13
ILMN_2386008,-0.06,-0.06,-0.33,0.04,0.15
ILMN_1739103,-0.06,-0.06,-0.33,0.04,0.15
ILMN_1796423,0.24,-0.23,-0.48,-0.38,-0.16
ILMN_1712913,-0.1,0.08,-0.16,0.47,0.25
ILMN_1666178,0.01,0.12,0.08,0.04,0.36
ILMN_1692390,-0.07,-0.22,0.67,0.26,-0.56
ILMN_2413318,-0.12,-0.05,-0.29,-0.09,-0.04
ILMN_1811264,-0.12,-0.05,-0.29,-0.09,-0.04
ILMN_1652008,-0.33,0.04,-0.19,0.48,0.1
ILMN_2141807,-0.33,0.04,-0.19,0.48,0.1
ILMN_2308338,0.21,-0.3,-0.32,-0.62,-0.25
ILMN_1695354,0.21,-0.3,-0.32,-0.62,-0.25
ILMN_1810239,0.21,-0.3,-0.32,-0.62,-0.25
ILMN_1787794,0.21,-0.3,-0.32,-0.62,-0.25
ILMN_2404850,0.11,0.06,0.36,-0.42,0.14
ILMN_1726460,0.11,0.06,0.36,-0.42,0.14
ILMN_1652716,0.22,0.13,0.28,0.32,0.08
ILMN_3245659,0.22,0.13,0.28,0.32,0.08
ILMN_1733874,-0.01,0.19,0.35,0.14,0.14
ILMN_1804611,-0.02,-0.18,0.02,-0.43,-0.08
ILMN_1682599,-0.04,-0.07,0.35,0.75,0
ILMN_2216815,0.04,0.19,-0.1,0.37,0.15
ILMN_1712719,0.04,0.19,-0.1,0.37,0.15
ILMN_1728934,-0.26,0.2,0.34,0.64,-0.05
ILMN_2224103,0.36,0.14,-0.3,-0.49,0.18
ILMN_1781819,0.36,0.14,-0.3,-0.49,0.18
ILMN_1694799,-0.14,-0.13,-0.29,-0.09,-0.3
ILMN_1713613,-0.14,-0.13,-0.29,-0.09,-0.3
ILMN_1769406,-0.14,-0.13,-0.29,-0.09,-0.3
ILMN_1658302,-0.14,-0.13,-0.29,-0.09,-0.3
ILMN_2259467,0.1,0.09,-0.08,-0.34,-0.28
ILMN_2344650,0.1,0.09,-0.08,-0.34,-0.28
ILMN_1799487,0.1,0.09,-0.08,-0.34,-0.28
ILMN_1787657,0.03,0.04,-0.31,0.01,0.02
ILMN_1701681,-0.16,0.01,0.33,0.1,0.01
ILMN_1737096,-0.14,-0.1,-0.19,0.47,0.19
ILMN_1721818,-0.14,-0.1,-0.19,0.47,0.19
ILMN_1685194,-0.14,-0.1,-0.19,0.47,0.19
ILMN_1686135,-0.02,-0.09,-0.1,-0.33,-0.11
ILMN_2179726,0.07,-0.06,0.44,0.07,0.16
ILMN_1656399,0.09,-0.06,-0.55,-0.51,-0.4
ILMN_1670561,0.09,-0.06,-0.55,-0.51,-0.4
ILMN_2402272,0.09,-0.06,-0.55,-0.51,-0.4
ILMN_2075820,-0.1,-0.01,0.22,0.24,-0.08
ILMN_2075818,-0.1,-0.01,0.22,0.24,-0.08
ILMN_1766658,0.06,0.17,0.97,0.58,0.27
ILMN_2401436,0.06,0.17,0.97,0.58,0.27
ILMN_2094587,0.27,-0.08,0.17,-0.43,0.02
ILMN_1715188,0.27,-0.08,0.17,-0.43,0.02
ILMN_1771019,-0.03,-0.08,-0.2,-0.41,-0.22
ILMN_1739541,-0.08,0.19,0.2,-0.32,0.01
ILMN_1671911,-0.12,-0.01,0.01,-0.21,-0.09
ILMN_1673704,0.05,0.1,0.11,0.37,0.13
ILMN_2044085,-0.02,0.19,0.04,0.24,0.02
ILMN_1716730,-0.03,0.08,0.29,0.14,0.12
ILMN_1716056,0.03,-0.04,0.39,0.19,0.11
ILMN_1725130,-0.05,-0.12,0.11,0.3,0.33
ILMN_2326282,-0.16,-0.12,0.16,0.25,-0.16
ILMN_1703288,-0.16,-0.12,0.16,0.25,-0.16
ILMN_1762439,-0.16,-0.12,0.16,0.25,-0.16
ILMN_1717357,0.14,-0.08,-0.41,-0.37,-0.23
ILMN_1668408,0.14,-0.08,-0.41,-0.37,-0.23
ILMN_2313821,0.14,-0.08,-0.41,-0.37,-0.23
ILMN_1667183,0.14,-0.08,-0.41,-0.37,-0.23
ILMN_1801939,-0.2,0.04,0.19,0.66,0.1
ILMN_1651260,0.25,0.29,0.5,0.2,0.21
ILMN_2412384,0.25,0.29,0.5,0.2,0.21
ILMN_1689972,0.09,0.14,0.1,0.26,0.02
ILMN_1772489,0.05,-0.18,-0.33,-0.07,-0.21
ILMN_2354617,0.03,-0.08,-0.19,-0.28,-0.18
ILMN_1696991,0.03,-0.08,-0.19,-0.28,-0.18
ILMN_1673721,0.14,0.32,0.57,0.27,0.24
ILMN_1719089,0.14,0.32,0.57,0.27,0.24
ILMN_2351916,0.14,0.32,0.57,0.27,0.24
ILMN_2177965,-0.01,0.02,0.26,0.31,0.08
ILMN_1699545,0.07,-0.05,0.17,0.29,0.07
ILMN_2162860,0.12,0.31,0.35,0.25,0.13
ILMN_1752520,0.12,0.31,0.35,0.25,0.13
ILMN_1798177,-0.05,0.08,-0.31,-0.4,-0.04
ILMN_1729144,0.05,0.06,-0.39,-0.14,-0.1
ILMN_1791896,0.05,0.06,-0.39,-0.14,-0.1
ILMN_2273683,0.05,0.06,-0.39,-0.14,-0.1
ILMN_2350574,-0.26,0.14,-0.08,-0.46,-0.15
ILMN_1675345,-0.26,0.14,-0.08,-0.46,-0.15
ILMN_2308849,-0.26,0.14,-0.08,-0.46,-0.15
ILMN_2069593,0.1,0.05,-0.32,-0.14,-0.21
ILMN_3251511,0.1,0.05,-0.32,-0.14,-0.21
ILMN_1679086,0.1,0.05,-0.32,-0.14,-0.21
