ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_1729237,0.13,0.08,-0.01,0.03,0.5
ILMN_1801664,0.07,0.12,0.22,0.32,0.17
ILMN_1719661,-0.09,-0.06,-0.05,0.44,0.16
ILMN_1761334,0.11,-0.16,-0.3,-0.36,-0.36
ILMN_2362982,0.11,-0.16,-0.3,-0.36,-0.36
ILMN_2269564,0.11,-0.16,-0.3,-0.36,-0.36
ILMN_1801456,0.23,-0.15,-0.16,-0.61,-0.2
ILMN_2299072,0.23,-0.15,-0.16,-0.61,-0.2
ILMN_1728180,0.23,-0.15,-0.16,-0.61,-0.2
ILMN_1707448,0.04,0.15,-0.06,0.3,-0.05
ILMN_1668834,0.02,0,-0.05,-0.43,-0.04
ILMN_1768110,0.04,0.16,-0.13,-0.33,-0.14
ILMN_1672390,0.04,0.16,-0.13,-0.33,-0.14
ILMN_1698803,0.04,0.16,-0.13,-0.33,-0.14
ILMN_1717674,-0.22,-0.19,-0.3,-0.46,-0.33
ILMN_1658121,-0.01,-0.04,0.16,0.36,0.07
ILMN_1710523,-0.09,-0.04,0,0.36,-0.01
ILMN_2186061,-0.13,-0.36,-0.55,-0.72,-0.34
ILMN_1660847,-0.13,-0.36,-0.55,-0.72,-0.34
ILMN_1653292,-0.12,-0.61,-0.82,-1.06,-0.87
ILMN_2043809,0.17,0.02,-0.46,-0.46,-0.08
ILMN_1661366,-0.33,-0.06,-0.39,-0.07,-0.24
ILMN_2112417,-0.33,-0.06,-0.39,-0.07,-0.24
ILMN_2216852,-0.15,-0.04,-0.46,-0.08,-0.35
ILMN_1755749,-0.15,-0.04,-0.46,-0.08,-0.35
ILMN_1693620,-0.05,0.09,-0.15,0.27,0.11
ILMN_2168314,-0.05,0.09,-0.15,0.27,0.11
ILMN_1692651,0.01,0.09,0.14,0.25,0.1
ILMN_1812073,-0.13,-0.23,-0.64,-0.32,-0.23
ILMN_1782890,-0.14,-0.05,-0.16,0.31,0.1
ILMN_1788498,-0.14,-0.05,-0.16,0.31,0.1
ILMN_2332713,-0.14,-0.05,-0.16,0.31,0.1
ILMN_1720703,-0.14,-0.05,-0.16,0.31,0.1
ILMN_1720476,-0.05,0.06,0.26,0.16,0.06
ILMN_1726426,-0.05,0.06,0.26,0.16,0.06
ILMN_1814074,0.07,0.01,-0.14,-0.32,-0.17
ILMN_1652412,0.08,-0.04,-0.36,-0.13,-0.04
ILMN_1718001,0.08,-0.04,-0.36,-0.13,-0.04
ILMN_2288232,0.08,-0.04,-0.36,-0.13,-0.04
ILMN_1800447,0.08,-0.04,-0.36,-0.13,-0.04
ILMN_2404154,-0.1,0.24,-0.1,0.38,0.48
ILMN_1764980,-0.1,0.24,-0.1,0.38,0.48
ILMN_2256050,-0.1,0.24,-0.1,0.38,0.48
ILMN_2338452,-0.1,0.24,-0.1,0.38,0.48
ILMN_1693192,0.04,-0.04,0.23,0.91,0.28
ILMN_1712400,-0.07,0.06,0.26,0.36,0.12
ILMN_1688814,-0.07,0.06,0.26,0.36,0.12
ILMN_2397028,-0.21,-0.09,0.04,0.54,0.04
ILMN_1718960,-0.21,-0.09,0.04,0.54,0.04
ILMN_1808938,0.01,0.16,-0.33,-0.07,0.01
ILMN_1658773,0.01,0.16,-0.33,-0.07,0.01
ILMN_2166093,-0.08,-0.16,-0.21,-0.25,-0.23
ILMN_3251440,-0.08,-0.16,-0.21,-0.25,-0.23
ILMN_1687896,0.06,-0.03,-0.05,-0.33,-0.06
ILMN_1798485,0.09,0.02,0.14,0.46,0.26
ILMN_2339779,0.09,0.02,0.14,0.46,0.26
ILMN_1705396,0.11,-0.16,-0.14,-0.32,0.12
ILMN_1705468,0.11,-0.16,-0.14,-0.32,0.12
ILMN_3236637,-0.23,0.15,0.38,0.31,0.12
ILMN_2152465,-0.23,0.15,0.38,0.31,0.12
ILMN_1720976,-0.09,0.19,0.4,0.14,-0.13
ILMN_1796847,-0.09,0.19,0.4,0.14,-0.13
ILMN_1742218,-0.09,0.19,0.4,0.14,-0.13
ILMN_2391400,-0.09,0.19,0.4,0.14,-0.13
ILMN_2380561,-0.08,0.06,0.26,0.1,0.01
ILMN_1777031,-0.08,0.06,0.26,0.1,0.01
ILMN_1725172,-0.08,0.06,0.26,0.1,0.01
ILMN_1723644,-0.08,0.06,0.26,0.1,0.01
ILMN_2279397,-0.08,0.06,0.26,0.1,0.01
ILMN_1745365,0.03,0,-0.33,-0.2,-0.04
ILMN_1789449,0.03,0,-0.33,-0.2,-0.04
ILMN_2374340,-0.24,0.05,0.18,0.55,0.04
ILMN_2408543,-0.24,0.05,0.18,0.55,0.04
ILMN_1691508,-0.24,0.05,0.18,0.55,0.04
ILMN_1721391,0.08,0.14,0.37,0.41,0.27
ILMN_2353642,0.08,0.14,0.37,0.41,0.27
ILMN_1729580,-0.05,0.1,-0.36,-0.22,0.08
ILMN_1680239,-0.05,0.1,-0.36,-0.22,0.08
ILMN_2401761,-0.05,0.1,-0.36,-0.22,0.08
ILMN_1750961,-0.09,0.08,0.07,0.38,-0.13
ILMN_1740160,0.08,-0.2,0.08,-0.56,-0.29
ILMN_2382906,0.08,-0.2,0.08,-0.56,-0.29
ILMN_1674778,0.09,-0.06,-0.09,-0.27,-0.19
ILMN_1654541,0.09,-0.06,-0.09,-0.27,-0.19
ILMN_1778964,0.19,-0.17,-0.29,-0.18,-0.57
ILMN_1736176,-0.27,-0.01,0.01,0.51,0.11
ILMN_1665372,0.11,-0.17,-0.13,0.24,0.09
ILMN_1791580,0.11,-0.17,-0.13,0.24,0.09
ILMN_2376050,0.11,-0.17,-0.13,0.24,0.09
ILMN_2410924,-0.13,-0.3,-0.47,-0.62,-0.23
ILMN_1799139,-0.13,-0.3,-0.47,-0.62,-0.23
ILMN_1771599,-0.13,-0.3,-0.47,-0.62,-0.23
ILMN_1738767,0.03,0.03,0.29,0.01,0.07
ILMN_2041788,0.14,0.18,-0.13,0.09,0.47
ILMN_1785265,0.14,0.18,-0.13,0.09,0.47
ILMN_1698491,0.15,0.03,0.31,-0.09,0.01
ILMN_1700109,-0.12,-0.03,-0.17,-0.3,-0.39
ILMN_2098446,0.08,0.59,1.02,0.21,0.29
ILMN_1689525,0.08,0.59,1.02,0.21,0.29
ILMN_1792589,-0.05,0.08,0.14,0.21,0.16
ILMN_1697694,0,0.09,0.12,0.41,0.28
ILMN_1785336,-0.01,0.06,0.36,0.46,0.15
ILMN_1700847,0.2,0.02,0.09,-0.33,-0.11
ILMN_1765668,-0.07,-0.01,0.06,0.33,0.08
ILMN_1808163,-0.04,0.07,0.24,0.16,0.17
ILMN_1765772,0.03,0.1,0.52,0.29,0.05
ILMN_1770020,-0.04,-0.09,-0.12,-0.24,-0.19
ILMN_2285490,-0.04,-0.09,-0.12,-0.24,-0.19
ILMN_1760040,-0.04,-0.09,-0.12,-0.24,-0.19
ILMN_2393060,-0.04,-0.09,-0.12,-0.24,-0.19
ILMN_1711189,-0.04,-0.06,-0.06,-0.46,0.11
ILMN_2402168,-0.04,-0.06,-0.06,-0.46,0.11
ILMN_1670796,-0.04,-0.06,-0.06,-0.46,0.11
ILMN_1733654,-0.09,-0.1,-0.14,-0.35,-0.14
ILMN_2143261,-0.09,-0.1,-0.14,-0.35,-0.14
ILMN_2043865,0.03,0.21,0.04,0.34,-0.11
ILMN_1810719,0.03,0.21,0.04,0.34,-0.11
ILMN_1701248,-0.06,-0.04,0.14,0.31,0.18
ILMN_2191436,0.15,0.26,0.44,0.37,0.22
ILMN_1725145,0.15,0.26,0.44,0.37,0.22
ILMN_1652580,0.13,0.09,0.47,0.34,0.09
ILMN_3228700,0.24,0.16,0.48,0.15,0.17
ILMN_3305304,0.24,0.16,0.48,0.15,0.17
ILMN_1728199,0.03,0.19,0.56,0.5,0.12
ILMN_1774336,0.17,0.33,0.49,0.37,0.13
ILMN_2088172,-0.15,-0.05,-0.29,-0.03,-0.07
ILMN_1727671,-0.04,0,-0.36,-0.24,-0.4
ILMN_1778240,-0.11,0.15,0.18,0.34,0.18
ILMN_1714158,-0.01,0.11,-0.28,0.02,0.18
ILMN_2354381,-0.01,0.11,-0.28,0.02,0.18
ILMN_1655765,-0.15,-0.03,0.11,-0.26,-0.11
ILMN_1660292,-0.15,-0.03,0.11,-0.26,-0.11
ILMN_1811330,0.05,-0.2,-0.27,-0.29,-0.1
ILMN_2387952,0.05,-0.2,-0.27,-0.29,-0.1
ILMN_2283597,0.05,-0.2,-0.27,-0.29,-0.1
ILMN_1780996,0.18,-0.02,-0.05,-0.32,-0.07
ILMN_2156953,0.16,0.05,-0.38,-0.32,-0.07
ILMN_1778803,0.16,0.05,-0.38,-0.32,-0.07
ILMN_1677768,-0.08,0,0.11,0.49,0.02
ILMN_1768226,-0.2,-0.03,-0.22,-0.31,-0.18
ILMN_2414533,-0.2,-0.03,-0.22,-0.31,-0.18
ILMN_1716026,-0.2,-0.03,-0.22,-0.31,-0.18
ILMN_1728972,-0.19,-0.02,0.4,0.31,0.12
ILMN_1810805,0.1,-0.08,-0.32,-0.16,0.11
ILMN_2187487,0.1,-0.08,-0.32,-0.16,0.11
ILMN_1775380,-0.2,0.05,0.39,0.45,0.08
ILMN_2367258,-0.2,0.05,0.39,0.45,0.08
ILMN_2280707,-0.2,0.05,0.39,0.45,0.08
ILMN_3306730,0.02,0.13,0.06,0.31,0.26
ILMN_1689046,0.02,0.13,0.06,0.31,0.26
ILMN_3224926,0.02,0.13,0.06,0.31,0.26
ILMN_1682928,0.2,-0.04,-0.37,-0.22,0.15
ILMN_2400759,0.2,-0.04,-0.37,-0.22,0.15
ILMN_1652918,-0.09,-0.08,0.12,0.34,0.04
ILMN_2178618,-0.16,-0.1,-0.13,0.44,0.16
ILMN_1704621,-0.16,-0.1,-0.13,0.44,0.16
ILMN_1661599,-0.16,-0.45,-0.29,-0.7,-0.59
ILMN_2087060,-0.14,-0.1,-0.22,-0.21,-0.18
ILMN_1674069,-0.14,-0.1,-0.22,-0.21,-0.18
ILMN_1762225,0.05,0.05,0.37,0.35,0.08
ILMN_1784967,0.08,0.2,0.24,-0.18,-0.03
ILMN_1810051,0.08,0.2,0.24,-0.18,-0.03
ILMN_3250932,0.03,0.15,0.05,0.27,-0.12
ILMN_1745917,0.03,0.15,0.05,0.27,-0.12
ILMN_1713746,0.03,0.15,0.05,0.27,-0.12
ILMN_1775590,0.03,0.15,0.05,0.27,-0.12
ILMN_1658502,0.03,0.15,0.05,0.27,-0.12
ILMN_1759319,0.03,0.15,0.05,0.27,-0.12
ILMN_1749892,-0.09,-0.18,-0.43,0.06,-0.19
ILMN_1815705,0.03,-0.01,-0.08,-0.26,-0.1
ILMN_1679405,0.08,0.06,0.11,0.29,0.16
ILMN_2068499,-0.13,-0.37,-0.33,-0.48,-0.36
ILMN_2068498,-0.13,-0.37,-0.33,-0.48,-0.36
ILMN_2094266,-0.09,-0.11,-0.32,-0.03,-0.11
ILMN_1709870,-0.09,-0.11,-0.32,-0.03,-0.11
ILMN_1805766,0.06,0.01,0.25,0,0.05
ILMN_1809866,0.06,0.13,0.56,0.48,0.42
ILMN_2270845,0.06,0.13,0.56,0.48,0.42
ILMN_1789775,0.06,0.13,0.56,0.48,0.42
ILMN_2067607,0.3,0.11,-0.31,-0.4,0.07
ILMN_1726288,0.3,0.11,-0.31,-0.4,0.07
ILMN_1791097,0.03,-0.25,-0.27,-0.3,-0.06
ILMN_1694475,0.09,0.11,0.46,-0.12,0.1
ILMN_1652490,0.21,0.08,0.06,0.37,0.12
ILMN_2142752,0.21,0.08,0.06,0.37,0.12
ILMN_1759330,-0.04,0.26,0.32,0.34,0.1
ILMN_1765401,0,-0.01,0.29,-0.23,0.02
ILMN_1721741,0.05,-0.03,-0.02,0.33,0.25
ILMN_2205245,0.05,-0.03,-0.02,0.33,0.25
ILMN_2054213,0.2,-0.19,-0.44,-0.51,0.02
ILMN_1742618,-0.15,0.08,0.29,0.42,0.72
ILMN_2370573,-0.15,0.08,0.29,0.42,0.72
ILMN_2052717,0.17,-0.1,-0.37,-0.35,0.07
ILMN_1704529,0.21,0.21,0.05,-0.75,-0.4
ILMN_1805673,-0.03,-0.2,-0.1,-0.25,0.06
ILMN_1758545,0.11,-0.17,-0.18,0.29,-0.11
ILMN_2333865,0.11,-0.17,-0.18,0.29,-0.11
ILMN_1712929,0.11,-0.17,-0.18,0.29,-0.11
ILMN_1789424,0.11,-0.17,-0.18,0.29,-0.11
ILMN_1781098,0.11,-0.17,-0.18,0.29,-0.11
ILMN_1703622,0.05,-0.22,0.03,-0.42,-0.16
ILMN_1653612,0.12,0.19,0.08,0.4,0.29
ILMN_1678671,0.17,-0.18,-0.41,-0.78,-0.18
ILMN_2402766,-0.14,-0.17,0.07,-0.4,-0.15
ILMN_2342841,-0.14,-0.17,0.07,-0.4,-0.15
ILMN_1767722,-0.14,-0.17,0.07,-0.4,-0.15
ILMN_3251605,-0.16,-0.12,-0.08,-0.31,-0.41
ILMN_1693401,-0.16,-0.12,-0.08,-0.31,-0.41
ILMN_1673682,-0.1,0.1,0.3,0.12,-0.07
ILMN_1736555,0.05,-0.05,-0.27,0.05,-0.23
ILMN_1767142,0.05,-0.05,-0.27,0.05,-0.23
ILMN_2367530,0.05,-0.05,-0.27,0.05,-0.23
ILMN_1739805,-0.32,-0.19,0.06,0.29,0.05
ILMN_2334205,0.02,0.05,0.24,0.11,0.13
ILMN_2334204,0.02,0.05,0.24,0.11,0.13
ILMN_1763941,0.13,0.12,0.37,-0.23,0.03
ILMN_2214098,0.05,0.18,0.04,-0.48,-0.2
ILMN_1805826,0.05,0.18,0.04,-0.48,-0.2
ILMN_1682929,0.13,-0.23,-0.4,-0.23,-0.09
ILMN_1651428,0.13,-0.23,-0.4,-0.23,-0.09
ILMN_1671209,0.13,-0.23,-0.4,-0.23,-0.09
ILMN_2240221,0.13,-0.23,-0.4,-0.23,-0.09
ILMN_2336609,0.13,-0.23,-0.4,-0.23,-0.09
ILMN_1749180,-0.17,-0.04,0.14,0.37,0.04
ILMN_1669259,0.02,0.03,-0.35,-0.31,-0.18
ILMN_2107184,-0.04,0.06,0.09,0.24,0.11
ILMN_1794399,-0.04,0.06,0.09,0.24,0.11
ILMN_1677138,0.08,-0.06,-0.02,-0.46,-0.18
ILMN_1661516,0.08,-0.06,-0.02,-0.46,-0.18
ILMN_2383305,0.13,0.27,0.34,0.28,0.14
ILMN_1655230,0.13,0.27,0.34,0.28,0.14
ILMN_2281069,0.13,0.27,0.34,0.28,0.14
ILMN_2383306,0.13,0.27,0.34,0.28,0.14
ILMN_1809895,0.07,-0.11,-0.37,-0.47,-0.08
ILMN_1754600,0.07,-0.11,-0.37,-0.47,-0.08
ILMN_1720233,-0.03,-0.14,-0.26,-0.08,-0.08
ILMN_1727602,0.06,0.17,0.4,-0.22,0.11
ILMN_3242462,0.06,0.17,0.4,-0.22,0.11
ILMN_2231911,0,0.04,-0.32,-0.2,-0.15
ILMN_1695357,-0.17,-0.02,0.01,0.36,-0.04
ILMN_1753885,0.06,0.07,0.29,0.31,0.05
ILMN_1755657,-0.04,-0.09,-0.17,-0.28,-0.16
ILMN_1673026,-0.01,-0.03,0.16,0.3,0.07
ILMN_1806030,-0.06,-0.22,-0.28,0.17,-0.02
ILMN_1771003,-0.02,0.07,0.27,0.25,0.03
ILMN_2194355,-0.04,0.11,0.06,0.26,0.03
ILMN_1798615,-0.04,0.11,0.06,0.26,0.03
ILMN_2296045,-0.15,0.19,-0.35,-0.31,-0.13
ILMN_1727127,-0.15,0.19,-0.35,-0.31,-0.13
ILMN_2410516,-0.15,0.19,-0.35,-0.31,-0.13
ILMN_1690077,-0.15,0.19,-0.35,-0.31,-0.13
ILMN_1808152,-0.05,-0.13,-0.25,-0.34,0.18
ILMN_2356111,-0.05,-0.13,-0.25,-0.34,0.18
ILMN_1739885,-0.05,-0.13,-0.25,-0.34,0.18
ILMN_1796335,-0.04,-0.05,-0.05,0.33,0.1
ILMN_1730685,0.04,-0.05,-0.13,-0.2,-0.05
ILMN_1796085,-0.11,0.06,-0.21,-0.28,-0.03
ILMN_1716862,-0.11,0.06,-0.21,-0.28,-0.03
ILMN_1734991,-0.11,0.06,-0.21,-0.28,-0.03
ILMN_1727138,-0.11,0.06,-0.21,-0.28,-0.03
ILMN_2377210,-0.11,0.06,-0.21,-0.28,-0.03
ILMN_1748488,-0.12,-0.07,0.29,0.17,0.19
ILMN_1806867,0.04,0.23,0.22,0.31,0.18
ILMN_1765522,0.04,0.23,0.22,0.31,0.18
ILMN_1670185,-0.15,-0.2,-0.42,-0.13,-0.2
ILMN_1755234,-0.15,-0.2,-0.42,-0.13,-0.2
ILMN_1776267,0.02,0.14,0.37,0.01,-0.08
ILMN_2318568,-0.03,-0.2,-0.13,-0.56,-0.43
ILMN_1757877,-0.03,-0.2,-0.13,-0.56,-0.43
ILMN_2377980,0.12,-0.32,0.35,0.27,-0.1
ILMN_1695827,0.12,-0.32,0.35,0.27,-0.1
ILMN_1756852,0,0,0.26,0.07,-0.02
ILMN_1651378,0,0,0.26,0.07,-0.02
ILMN_2054145,0.17,0.07,0.13,0.22,0.05
ILMN_1726064,0.17,0.07,0.13,0.22,0.05
ILMN_1815878,-0.07,0.09,-0.09,0.22,-0.15
ILMN_2214603,0.06,0.07,-0.09,0.24,-0.02
ILMN_1662617,0.06,0.07,-0.09,0.24,-0.02
ILMN_1673522,-0.09,0.28,0.39,0.68,0.06
ILMN_1689747,0.04,0.17,0.09,-0.54,-0.08
ILMN_2062370,0.04,0.17,0.09,-0.54,-0.08
ILMN_1753183,-0.16,0.21,0.43,0.26,0.04
ILMN_1684045,-0.16,0.21,0.43,0.26,0.04
ILMN_2383964,-0.16,0.21,0.43,0.26,0.04
ILMN_1659290,-0.07,-0.13,-0.54,-0.07,-0.2
ILMN_1698323,-0.07,-0.13,-0.54,-0.07,-0.2
ILMN_1697652,-0.07,-0.13,-0.54,-0.07,-0.2
ILMN_2297710,-0.07,-0.13,-0.54,-0.07,-0.2
ILMN_1725707,-0.21,0.07,0.09,0.3,0.09
ILMN_2365881,-0.21,0.07,0.09,0.3,0.09
ILMN_2145423,-0.17,-0.14,-0.29,-0.24,-0.25
ILMN_1661653,-0.17,-0.14,-0.29,-0.24,-0.25
ILMN_1674985,-0.05,0.25,0.28,0.43,0.18
ILMN_1717909,0.09,0.14,0.2,0.32,0.21
ILMN_2091310,0.09,0.14,0.2,0.32,0.21
ILMN_3237961,0.09,0.14,0.2,0.32,0.21
ILMN_1793290,0.06,-0.34,-0.51,-0.37,-0.03
ILMN_1793033,0.03,0.06,0.2,0.37,0.09
ILMN_1685535,-0.04,0.1,-0.33,-0.1,-0.13
ILMN_1733390,-0.04,0.1,-0.33,-0.1,-0.13
ILMN_1765212,-0.04,0.1,-0.33,-0.1,-0.13
ILMN_1808636,-0.04,0.1,-0.33,-0.1,-0.13
ILMN_2273796,-0.05,-0.2,-0.09,-0.34,-0.12
ILMN_2370692,-0.05,-0.2,-0.09,-0.34,-0.12
ILMN_1677487,-0.05,-0.2,-0.09,-0.34,-0.12
ILMN_1709294,-0.14,-0.04,0.24,0.5,0.2
ILMN_1667839,0.11,0.2,0.3,0.35,0.11
ILMN_1726594,0.11,0.2,0.3,0.35,0.11
ILMN_1758293,0.11,0.2,0.3,0.35,0.11
ILMN_1722858,-0.14,0.11,0.16,0.23,0.16
ILMN_2196097,-0.14,0.11,0.16,0.23,0.16
ILMN_1735360,0.23,0.22,0.25,0.31,-0.06
ILMN_1687107,-0.03,0.13,0.29,0.14,0.04
ILMN_1768582,-0.16,0.07,-0.13,-0.62,-0.1
ILMN_1712659,-0.16,0.07,-0.13,-0.62,-0.1
ILMN_1675693,-0.16,0.07,-0.13,-0.62,-0.1
ILMN_1747016,-0.2,0.15,0.24,0.68,0.18
ILMN_2234229,0.07,0.17,-0.11,-0.27,-0.15
ILMN_1813834,0.07,0.17,-0.11,-0.27,-0.15
ILMN_1807533,-0.09,-0.03,-0.23,-0.01,0.09
ILMN_1694504,0.05,0.06,0.25,0.09,0
ILMN_1769092,0.11,-0.13,0.29,0.17,0.07
ILMN_1753482,0.11,0.31,0.43,0.09,0.07
ILMN_1738530,-0.04,0.15,0.38,0.42,0.03
ILMN_1655642,0.13,0.31,0.61,0.04,0.32
ILMN_1718831,-0.1,-0.03,0.12,0.22,0.05
ILMN_1794490,0.09,0.03,-0.42,-0.37,-0.26
ILMN_3299393,0.09,0.03,-0.42,-0.37,-0.26
ILMN_1729123,-0.06,-0.09,0.27,-0.25,-0.15
ILMN_1658951,-0.06,-0.09,0.27,-0.25,-0.15
ILMN_2372922,-0.06,-0.09,0.27,-0.25,-0.15
ILMN_1652249,-0.06,-0.09,0.27,-0.25,-0.15
ILMN_1742781,-0.02,-0.11,-0.34,-0.39,-0.35
ILMN_1757697,0,0.09,0,0.32,-0.09
ILMN_2114747,0,0.09,0,0.32,-0.09
ILMN_3247821,0.02,-0.01,-0.22,-0.02,0.01
ILMN_1730729,0.02,-0.01,-0.22,-0.02,0.01
ILMN_1767848,0.05,0.04,-0.34,-0.24,-0.15
ILMN_1698968,-0.13,-0.08,-0.36,-0.25,-0.16
ILMN_1813975,0.14,0.1,-0.25,-0.38,-0.03
ILMN_2173294,0.13,0.07,0.29,-0.28,-0.14
ILMN_3235974,0.13,0.07,0.29,-0.28,-0.14
ILMN_1708983,0.12,-0.16,-0.25,-0.44,0.1
ILMN_3251207,-0.08,-0.07,-0.26,-0.13,-0.17
ILMN_1693333,-0.08,-0.07,-0.26,-0.13,-0.17
ILMN_2364971,-0.06,-0.09,-0.3,-0.03,-0.11
ILMN_1780913,-0.06,-0.09,-0.3,-0.03,-0.11
ILMN_1789283,-0.06,-0.09,-0.3,-0.03,-0.11
ILMN_1795846,-0.06,-0.09,-0.3,-0.03,-0.11
ILMN_3271630,0.19,-0.22,-0.19,-0.39,-0.24
ILMN_3182171,0.19,-0.22,-0.19,-0.39,-0.24
ILMN_1737604,0.19,-0.22,-0.19,-0.39,-0.24
ILMN_1744471,0.17,-0.15,-0.32,-0.47,-0.26
ILMN_1780455,0.17,-0.15,-0.32,-0.47,-0.26
ILMN_2271894,0.17,-0.15,-0.32,-0.47,-0.26
ILMN_1721629,0.17,-0.15,-0.32,-0.47,-0.26
ILMN_2367233,0.17,-0.15,-0.32,-0.47,-0.26
ILMN_1736863,-0.09,0.09,0.14,0.32,0.45
ILMN_1795838,-0.04,-0.05,-0.03,0.43,0.02
ILMN_2298511,0.16,-0.04,0.37,-0.12,0.14
ILMN_1659343,0.16,-0.04,0.37,-0.12,0.14
ILMN_1810680,0.16,-0.04,0.37,-0.12,0.14
ILMN_1656382,0.16,-0.04,0.37,-0.12,0.14
ILMN_1703894,0.16,-0.04,0.37,-0.12,0.14
ILMN_1782633,0.16,-0.04,0.37,-0.12,0.14
ILMN_1692844,-0.01,-0.04,-0.35,-0.08,-0.06
ILMN_1815134,0.03,0.21,0.21,0.29,-0.02
ILMN_2147471,0.03,0.21,0.21,0.29,-0.02
ILMN_2233454,-0.15,-0.08,-0.12,0.25,-0.11
ILMN_1867664,-0.15,-0.08,-0.12,0.25,-0.11
ILMN_1691697,-0.15,-0.08,-0.12,0.25,-0.11
ILMN_1708110,0.12,0.01,-0.38,-0.37,-0.17
ILMN_1717326,0.01,-0.13,-0.25,-0.06,0.07
ILMN_1809963,0.03,-0.13,0,-0.41,-0.05
ILMN_1785644,0.11,0.05,0.15,0.37,0.14
ILMN_1663401,-0.14,0.14,0.46,-0.07,0.03
ILMN_1752810,-0.14,0.14,0.46,-0.07,0.03
ILMN_1765232,-0.17,0.08,-0.31,-0.21,-0.11
ILMN_1718520,-0.17,0.08,-0.31,-0.21,-0.11
ILMN_1783873,-0.17,0.08,-0.31,-0.21,-0.11
ILMN_2295346,-0.17,0.08,-0.31,-0.21,-0.11
ILMN_1711462,0.15,0.35,0.44,0.1,0.12
ILMN_2157240,0.15,0.35,0.44,0.1,0.12
ILMN_1812552,0.02,-0.11,0.45,0.43,0.15
ILMN_3237774,0.02,-0.11,0.45,0.43,0.15
ILMN_1669376,-0.13,0.02,0.13,0.37,0.04
ILMN_1750400,-0.17,0.08,0.4,0.33,0.54
ILMN_1702842,0.09,0.14,0.21,0.33,0.32
ILMN_2387680,0.09,0.14,0.21,0.33,0.32
ILMN_1804935,0.09,0.14,0.21,0.33,0.32
ILMN_2216637,-0.2,0.12,-0.26,0.61,0.23
ILMN_1703906,-0.05,0,0.45,0.62,0.19
ILMN_1774358,0.19,0.25,0.28,0.18,0.17
ILMN_2400352,0.19,0.25,0.28,0.18,0.17
ILMN_2406552,0.19,0.25,0.28,0.18,0.17
ILMN_1669273,0.12,0.08,-0.07,-0.25,0.32
ILMN_2413898,0.16,0.25,0.74,0.28,0.14
ILMN_2413899,0.16,0.25,0.74,0.28,0.14
ILMN_1769091,0.12,-0.14,-0.24,-0.58,0.21
ILMN_2367215,0.12,-0.14,-0.24,-0.58,0.21
ILMN_1694268,0.01,0.14,0.37,0.29,-0.01
ILMN_2379823,0.25,-0.22,-0.53,-0.48,0.17
ILMN_1704154,0.25,-0.22,-0.53,-0.48,0.17
ILMN_1783244,0.25,-0.22,-0.53,-0.48,0.17
ILMN_1714757,0.25,-0.22,-0.53,-0.48,0.17
ILMN_1813893,0.06,0.05,0.07,0.23,0.07
ILMN_1724350,0.11,-0.04,-0.07,-0.23,-0.09
ILMN_1674580,0.11,-0.04,-0.07,-0.23,-0.09
ILMN_1668453,0.11,-0.04,-0.07,-0.23,-0.09
ILMN_2361737,0.11,-0.04,-0.07,-0.23,-0.09
ILMN_1664369,0.1,0.19,0.31,0.1,0.14
ILMN_1729314,-0.07,0.02,0.28,0.13,0.08
ILMN_1767523,0.06,0.25,0.21,0.15,0.39
ILMN_1710747,0.06,0.25,0.21,0.15,0.39
ILMN_2404049,-0.02,-0.27,-0.39,-0.42,-0.1
ILMN_1704079,-0.02,-0.27,-0.39,-0.42,-0.1
ILMN_2371700,0.02,0.1,0.38,0.27,0.19
ILMN_1694890,0.02,0.1,0.38,0.27,0.19
ILMN_2210129,0.18,0.44,0.54,0.4,0.16
ILMN_1694502,0.18,0.44,0.54,0.4,0.16
ILMN_1708906,-0.08,0.15,0.22,0.38,0.18
ILMN_1716547,-0.01,-0.05,-0.01,-0.31,-0.07
ILMN_2366795,0.09,-0.26,-0.33,-0.5,-0.31
ILMN_1678810,0.09,-0.26,-0.33,-0.5,-0.31
ILMN_1747353,0.09,-0.26,-0.33,-0.5,-0.31
ILMN_1743870,0.09,-0.26,-0.33,-0.5,-0.31
ILMN_1692572,0.09,-0.26,-0.33,-0.5,-0.31
ILMN_2150284,0.25,-0.19,-0.31,-0.54,0.09
ILMN_1783026,0.25,-0.19,-0.31,-0.54,0.09
ILMN_1736730,0.13,0.04,0.14,0.27,0.14
ILMN_3244461,0.13,0.04,0.14,0.27,0.14
ILMN_1741674,0.14,-0.09,-0.11,-0.33,-0.45
ILMN_1711828,-0.12,-0.14,-0.29,-0.57,-0.27
ILMN_2115218,-0.12,-0.14,-0.29,-0.57,-0.27
ILMN_1716342,0.16,0.07,-0.12,-0.44,-0.11
ILMN_1746417,0.16,0.07,-0.12,-0.44,-0.11
ILMN_2360362,0.16,0.07,-0.12,-0.44,-0.11
ILMN_1812940,-0.02,0.04,0.3,0.15,0.18
ILMN_1677376,-0.01,0.02,-0.17,-0.36,-0.06
ILMN_2221564,-0.2,0.36,0.37,0.53,0.19
ILMN_1764362,-0.2,0.36,0.37,0.53,0.19
ILMN_1759084,0,-0.08,-0.09,-0.33,0.06
ILMN_1669572,-0.07,0.17,0.26,0.29,-0.05
ILMN_1790741,-0.07,0.17,0.26,0.29,-0.05
