ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_1814282,0.18,0.18,0.38,0.24,0.39
ILMN_3240321,0.18,0.18,0.38,0.24,0.39
ILMN_2172755,0.42,0.09,0.42,0.37,0.69
ILMN_1756685,0.42,0.09,0.42,0.37,0.69
ILMN_2413650,0.1,0.03,0.27,0.35,0.32
ILMN_1682930,0.08,-0.1,-0.27,0.07,0.13
ILMN_2415536,0.08,-0.1,-0.27,0.07,0.13
ILMN_1718405,0.21,0.14,0.55,0.33,-0.11
ILMN_1691787,0.21,0.14,0.55,0.33,-0.11
ILMN_1703843,0.21,0.14,0.55,0.33,-0.11
ILMN_1783846,0.21,0.14,0.55,0.33,-0.11
ILMN_2275502,0.21,0.14,0.55,0.33,-0.11
ILMN_1656904,0.2,0.39,0.65,0.39,0.31
ILMN_1707720,0.3,0.31,0.58,0.44,0.35
ILMN_1724040,0.4,0.2,0.36,0.26,0.34
ILMN_1679041,0.24,0.48,0.47,0.3,0.14
ILMN_2317658,0.24,0.48,0.47,0.3,0.14
ILMN_1726456,0.24,0.48,0.47,0.3,0.14
ILMN_3293182,0.05,0.36,0.35,0.27,0.19
ILMN_1683163,-0.15,0.05,-0.02,-0.38,-0.28
ILMN_1732291,-0.15,0.05,-0.02,-0.38,-0.28
ILMN_3242186,-0.1,-0.16,-0.18,-0.27,-0.41
ILMN_1691374,-0.1,-0.16,-0.18,-0.27,-0.41
ILMN_1792570,-0.1,-0.16,-0.18,-0.27,-0.41
ILMN_3218409,-0.13,-0.05,-0.1,-0.32,-0.2
ILMN_3233385,-0.13,-0.05,-0.1,-0.32,-0.2
ILMN_1714445,0.06,0.52,0.78,0.37,0.18
ILMN_2252701,0.06,0.52,0.78,0.37,0.18
ILMN_1754262,0.06,0.52,0.78,0.37,0.18
ILMN_1683859,0.13,0.36,0.76,0.37,0.25
ILMN_1774661,0.24,0.15,0.27,0.08,0.17
ILMN_1799103,0.24,0.15,0.27,0.08,0.17
ILMN_1712773,-0.24,0.13,0.15,0.69,0.19
ILMN_2367681,-0.24,0.13,0.15,0.69,0.19
ILMN_1705522,-0.24,0.13,0.15,0.69,0.19
ILMN_1652314,-0.24,0.13,0.15,0.69,0.19
ILMN_1763198,-0.18,0.02,-0.29,0.02,-0.17
ILMN_3248890,0.21,0.01,0.22,0.16,0.38
ILMN_3245458,0.38,0.12,0.26,0.25,0.29
ILMN_2357438,-0.14,-0.21,0.46,0.6,0.21
ILMN_1680955,-0.14,-0.21,0.46,0.6,0.21
ILMN_1770293,-0.2,0.22,0.22,0.48,0.14
ILMN_1751079,0.41,0.04,0.12,0.41,0.79
ILMN_1685480,0.05,0.09,0.3,0.21,0.08
ILMN_2240597,-0.28,-0.14,-0.39,-0.24,-0.39
ILMN_1684742,-0.28,-0.14,-0.39,-0.24,-0.39
ILMN_1665526,-0.28,-0.14,-0.39,-0.24,-0.39
ILMN_1792207,0.14,0.05,0.3,0.17,-0.02
ILMN_2401618,0.14,0.05,0.3,0.17,-0.02
ILMN_2202948,-0.13,-0.24,0.13,0.4,0.27
ILMN_1751576,-0.02,-0.31,-0.33,-0.5,0.02
ILMN_2066151,-0.02,-0.31,-0.33,-0.5,0.02
ILMN_2247842,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_1754102,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_1702211,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_2318643,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_2245292,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_1656761,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_2318638,-0.08,-0.13,0.16,-0.18,-0.37
ILMN_1806037,0.29,0.45,0.46,0.28,-0.02
ILMN_1690040,-0.02,-0.18,-0.36,-0.53,-0.37
ILMN_1795340,0.27,0.13,0.35,0.24,-0.1
ILMN_1768816,0.27,0.13,0.35,0.24,-0.1
ILMN_1677747,0.27,0.13,0.35,0.24,-0.1
ILMN_1686097,0.04,0.03,0.45,0.37,0.31
ILMN_1685339,-0.29,-0.09,-0.34,-0.52,-0.42
ILMN_1716687,-0.29,-0.09,-0.34,-0.52,-0.42
ILMN_2360710,-0.29,-0.09,-0.34,-0.52,-0.42
ILMN_2278152,-0.29,-0.09,-0.34,-0.52,-0.42
ILMN_1691648,-0.45,-0.11,-0.29,-0.49,-0.42
ILMN_2409642,-0.45,-0.11,-0.29,-0.49,-0.42
ILMN_2295518,-0.45,-0.11,-0.29,-0.49,-0.42
ILMN_1784300,0.16,0.57,0.13,0.69,0.18
ILMN_3212373,0.29,0.31,0.32,0.27,0.18
ILMN_3300663,-0.28,-0.08,-0.24,-0.4,-0.27
ILMN_3228585,-0.28,-0.08,-0.24,-0.4,-0.27
ILMN_3246294,-0.11,-0.2,-0.15,-0.31,0.01
ILMN_1719870,-0.22,0.02,0.41,0.63,0.32
ILMN_3235790,-0.22,0.02,0.41,0.63,0.32
ILMN_2210298,-0.23,0.05,-0.13,-0.3,-0.26
ILMN_3226613,-0.05,0.17,0.09,0.47,0.06
ILMN_3304451,-0.05,0.17,0.09,0.47,0.06
ILMN_1806040,0.33,0.47,0.57,0.15,0.08
ILMN_1704014,-0.01,-0.03,-0.24,-0.46,-0.31
ILMN_1803882,-0.15,0.3,-0.62,-0.74,-0.83
ILMN_2375879,-0.15,0.3,-0.62,-0.74,-0.83
ILMN_1693060,-0.15,0.3,-0.62,-0.74,-0.83
ILMN_1727271,0.27,0.19,0.61,0.75,0.44
ILMN_2337655,0.27,0.19,0.61,0.75,0.44
ILMN_1802174,0.02,-0.18,-0.24,-0.39,-0.12
ILMN_2366967,0.02,-0.18,-0.24,-0.39,-0.12
ILMN_1758337,0.15,0.06,0.36,0.08,-0.05
ILMN_1661293,-0.07,-0.2,-0.39,-0.3,-0.24
ILMN_1664047,-0.47,-0.34,-0.34,-0.56,-0.27
ILMN_1745021,0.27,-0.1,0.03,0.23,0.39
ILMN_2067852,0.27,-0.1,0.03,0.23,0.39
ILMN_1677765,0.34,-0.34,-0.07,0.52,0.4
ILMN_2302654,0.34,-0.34,-0.07,0.52,0.4
ILMN_2195482,-0.31,0.01,-0.28,-0.31,-0.36
ILMN_1703178,0.3,0.06,0.42,0.39,0.5
ILMN_1753353,0.45,0.25,0.18,0.4,0.08
ILMN_2055700,0.45,0.25,0.18,0.4,0.08
ILMN_1745005,0.24,-0.02,0.24,0.41,0.19
ILMN_2101526,0.24,-0.02,0.24,0.41,0.19
ILMN_1668814,0.41,0.45,0.41,0.16,0.19
ILMN_2368718,0.41,0.45,0.41,0.16,0.19
ILMN_2368721,0.41,0.45,0.41,0.16,0.19
ILMN_1692511,0.18,0.28,0.04,0.04,0.29
ILMN_1780172,-0.16,-0.32,-0.32,-0.16,-0.3
ILMN_1714567,-0.25,-0.2,-0.32,-0.3,-0.46
ILMN_1752159,-0.25,-0.2,-0.32,-0.3,-0.46
ILMN_1792495,-0.25,-0.2,-0.32,-0.3,-0.46
ILMN_1736481,0.02,0,-0.01,-0.37,0.01
ILMN_1776577,0.25,0.25,0.44,0.12,0.43
ILMN_1792681,0.17,0.18,0.36,0.17,0.09
ILMN_1679949,-0.16,-0.05,-0.3,-0.27,-0.33
ILMN_1762787,-0.01,-0.02,0.19,0.35,-0.03
ILMN_2268068,0.09,0.21,-0.09,0.19,-0.29
ILMN_2360229,0.09,0.21,-0.09,0.19,-0.29
ILMN_1691526,0.09,0.21,-0.09,0.19,-0.29
ILMN_1778478,-0.12,-0.08,-0.29,-0.13,-0.09
ILMN_2099586,-0.12,-0.08,-0.29,-0.13,-0.09
ILMN_1787477,0.23,0.24,0.32,0.09,0.07
ILMN_2219351,0.23,0.24,0.32,0.09,0.07
ILMN_1719163,-0.08,-0.16,-0.36,-0.05,-0.11
ILMN_2346137,-0.08,-0.16,-0.36,-0.05,-0.11
ILMN_2411935,-0.09,-0.05,-0.12,-0.67,-0.25
ILMN_1761321,-0.09,-0.05,-0.12,-0.67,-0.25
ILMN_2382290,-0.09,-0.05,-0.12,-0.67,-0.25
ILMN_1673252,0.14,-0.04,0.22,0.14,0.32
ILMN_3237448,0.07,-0.13,-0.23,-0.2,-0.4
ILMN_1675024,0.07,-0.13,-0.23,-0.2,-0.4
ILMN_1654598,-0.16,-0.2,-0.23,-0.3,-0.25
ILMN_2080684,-0.16,-0.2,-0.23,-0.3,-0.25
ILMN_1707169,0.23,-0.08,0.17,0.26,0.18
ILMN_1761486,-0.05,-0.25,0.35,0.39,0.19
ILMN_1726352,-0.27,-0.09,-0.52,-0.26,-0.28
ILMN_2206474,-0.22,0.05,-0.27,-0.52,-0.39
ILMN_1745807,0.25,0,0.19,0.35,0.49
ILMN_1672157,0.21,-0.04,0.1,0.11,0.37
ILMN_1662658,0.21,-0.04,0.1,0.11,0.37
ILMN_2411559,0.21,-0.04,0.1,0.11,0.37
ILMN_1729611,0.02,0.09,0.41,0.39,0.18
ILMN_2404746,-0.13,0.17,-0.04,0.1,-0.48
ILMN_1730223,-0.13,0.17,-0.04,0.1,-0.48
ILMN_1674967,-0.15,-0.11,-0.11,-0.38,-0.25
ILMN_1674645,-0.15,-0.11,-0.11,-0.38,-0.25
ILMN_1680430,-0.15,-0.11,-0.11,-0.38,-0.25
ILMN_1770673,0.17,0.08,0.48,0.23,-0.04
ILMN_2158003,-0.48,0.03,-0.31,-0.53,-0.28
ILMN_1720373,0.37,0.72,1.42,0.86,0.54
ILMN_1701643,0.02,0.02,-0.27,0.02,0
ILMN_1719998,-0.15,-0.01,-0.19,-0.32,-0.16
ILMN_1744006,0.05,0.01,-0.07,0,0.33
ILMN_1670369,-0.21,0.09,-0.44,-0.43,-0.2
ILMN_1660794,-0.21,0.09,-0.44,-0.43,-0.2
ILMN_1811507,-0.21,0.09,-0.44,-0.43,-0.2
ILMN_1684834,-0.21,0.09,-0.44,-0.43,-0.2
ILMN_2315979,-0.21,0.09,-0.44,-0.43,-0.2
ILMN_2244009,-0.21,0.09,-0.44,-0.43,-0.2
ILMN_1781943,-0.14,-0.39,0.1,0.35,-0.09
ILMN_2373689,0.25,0.28,0.46,0.26,0.11
ILMN_2275533,0.25,0.28,0.46,0.26,0.11
ILMN_1874530,0.25,0.28,0.46,0.26,0.11
ILMN_1695226,0.25,0.28,0.46,0.26,0.11
ILMN_1788931,-0.08,-0.29,-0.15,-0.13,-0.28
ILMN_1682626,-0.15,-0.2,-0.17,-0.33,-0.21
ILMN_1685679,-0.15,-0.2,-0.17,-0.33,-0.21
ILMN_1811823,0,-0.05,-0.09,-0.09,-0.42
ILMN_2043816,0.16,0.06,0.23,0.35,0.07
ILMN_1802089,-0.09,-0.16,-0.33,-0.07,-0.12
ILMN_1674231,0.21,0.1,0.09,0.42,0.26
ILMN_1670238,0.4,0.33,0.42,0.32,0.33
ILMN_1696066,0.18,0.13,0.4,0.13,-0.09
ILMN_2367469,0.18,0.13,0.4,0.13,-0.09
ILMN_1768973,-0.15,-0.37,-0.62,0.04,0.18
ILMN_1716195,-0.12,-0.32,-0.36,0.09,0.11
ILMN_1727762,0.25,-0.1,-0.06,0.49,0.43
ILMN_2326509,0.25,-0.1,-0.06,0.49,0.43
ILMN_2326512,0.25,-0.1,-0.06,0.49,0.43
ILMN_1767816,-0.23,-0.16,-0.33,-0.28,-0.07
ILMN_1680937,0.03,-0.1,0.03,0.49,0.44
ILMN_1686485,-0.14,-0.14,0.11,-0.24,-0.04
ILMN_2357193,-0.14,-0.14,0.11,-0.24,-0.04
ILMN_1748077,-0.14,-0.14,0.11,-0.24,-0.04
ILMN_1721127,-0.03,-0.16,0.07,0.7,0.42
ILMN_1802951,-0.12,0.07,0.43,0.37,0.2
ILMN_2406724,-0.12,0.07,0.43,0.37,0.2
ILMN_1658695,-0.12,0.07,0.43,0.37,0.2
ILMN_1726815,0.05,-0.18,0.14,0.9,0.53
ILMN_1671295,-0.24,-0.02,0.62,0.23,-0.14
ILMN_1766762,-0.16,0.14,-0.14,-0.23,-0.3
ILMN_1703564,-0.16,0.14,-0.14,-0.23,-0.3
ILMN_1658053,-0.16,0.14,-0.14,-0.23,-0.3
ILMN_1658899,-0.16,0.14,-0.14,-0.23,-0.3
ILMN_2157435,-0.16,0.14,-0.14,-0.23,-0.3
ILMN_2105923,0.12,0.15,0.4,0.14,0.17
ILMN_1797534,0.18,0.09,0.31,0.23,0.41
ILMN_1670318,0.18,0.09,0.31,0.23,0.41
ILMN_1652487,0.18,0.09,0.31,0.23,0.41
ILMN_1737184,0.41,0.41,0.58,0.1,0.45
ILMN_1762142,0.41,0.41,0.58,0.1,0.45
ILMN_2148796,0.24,0.28,0.49,0.26,0.26
ILMN_1671906,0.24,0.28,0.49,0.26,0.26
ILMN_1761288,-0.22,-0.11,-0.28,-0.48,-0.35
ILMN_1735052,-0.22,-0.11,-0.28,-0.48,-0.35
ILMN_1705144,-0.22,-0.11,-0.28,-0.48,-0.35
ILMN_1744560,-0.22,-0.11,-0.28,-0.48,-0.35
ILMN_2120624,-0.25,-0.03,-0.16,-0.37,-0.12
ILMN_1779347,0.03,-0.06,-0.33,-0.28,0.03
ILMN_1787526,0.91,-0.06,0,0.24,0.65
ILMN_2279484,0.91,-0.06,0,0.24,0.65
ILMN_1735415,-0.05,0.01,-0.08,-0.31,-0.18
ILMN_2215545,0.32,0.33,0.61,0.33,0.26
ILMN_1705753,0.32,0.33,0.61,0.33,0.26
ILMN_1673207,0.25,0.35,0.39,0.09,0.08
ILMN_1751656,0.25,0.35,0.39,0.09,0.08
ILMN_1782983,0.25,0.35,0.39,0.09,0.08
ILMN_1682781,-0.08,-0.14,-0.21,-0.35,-0.25
ILMN_1681124,0.45,0.37,0.4,0.19,0.28
ILMN_1759184,0.45,0.37,0.4,0.19,0.28
ILMN_2383484,0.45,0.37,0.4,0.19,0.28
ILMN_1721411,-0.07,0.09,-0.1,0.29,0.54
ILMN_1710844,-0.07,0.09,-0.1,0.29,0.54
ILMN_1724722,-0.07,0.09,-0.1,0.29,0.54
ILMN_2262044,-0.07,0.09,-0.1,0.29,0.54
ILMN_1682336,0.36,0.3,0.47,0.16,0.32
ILMN_2135984,0.36,0.3,0.47,0.16,0.32
ILMN_1753002,-0.26,-0.24,-0.16,-0.33,-0.1
ILMN_1806320,-0.09,-0.32,-0.41,-0.23,-0.52
ILMN_1679460,-0.09,-0.32,-0.41,-0.23,-0.52
ILMN_2277252,-0.09,-0.32,-0.41,-0.23,-0.52
ILMN_1705384,-0.09,-0.32,-0.41,-0.23,-0.52
ILMN_1754489,-0.16,-0.14,-0.16,-0.42,-0.09
ILMN_1667791,-0.07,0.09,-0.57,-0.61,-0.8
ILMN_1757882,-0.2,-0.09,-0.29,-0.17,-0.1
ILMN_1805916,0.09,-0.08,-0.18,-0.15,-0.31
ILMN_1788377,-0.24,-0.14,-0.39,-0.19,-0.35
ILMN_1677719,-0.28,-0.41,-0.46,-0.14,-0.04
ILMN_1682449,-0.09,-0.23,-0.11,-0.27,-0.21
ILMN_1661363,-0.13,-0.17,-0.06,-0.28,-0.28
ILMN_2379560,-0.13,-0.17,-0.06,-0.28,-0.28
ILMN_1687074,-0.13,-0.17,-0.06,-0.28,-0.28
ILMN_1766010,0.12,0.28,0.6,0.12,-0.03
ILMN_2408683,0.03,0.11,0.09,-0.06,0.39
ILMN_1672608,0.03,0.11,0.09,-0.06,0.39
ILMN_2388800,0.03,0.11,0.09,-0.06,0.39
ILMN_1691884,0,0.92,1.27,0.26,-0.11
ILMN_1671565,0.05,0.09,-0.24,-0.35,-0.1
ILMN_1810836,-0.06,-0.04,0.56,0.11,-0.08
ILMN_1723230,-0.06,-0.04,0.56,0.11,-0.08
ILMN_2294653,-0.06,-0.04,0.56,0.11,-0.08
ILMN_2282729,-0.06,-0.04,0.56,0.11,-0.08
ILMN_2408024,-0.06,-0.04,0.56,0.11,-0.08
ILMN_2300186,-0.11,-0.22,-0.25,-0.28,-0.11
ILMN_1795227,-0.11,-0.22,-0.25,-0.28,-0.11
ILMN_2278729,0.22,0.11,0.26,0.26,0.29
ILMN_2379469,0.22,0.11,0.26,0.26,0.29
ILMN_1715636,0.22,0.11,0.26,0.26,0.29
ILMN_1799728,0.21,0.16,0.38,0.43,0.38
ILMN_2384544,0.21,0.16,0.38,0.43,0.38
ILMN_1751500,0.21,0.16,0.38,0.43,0.38
ILMN_1756920,0.21,0.16,0.38,0.43,0.38
ILMN_3241953,0.01,-0.16,-0.1,-0.29,-0.08
ILMN_3237907,0.14,0.1,0.27,0.21,0.13
ILMN_1710697,0.12,0.03,0.34,0.04,0.1
ILMN_1786125,0.16,-0.03,0.35,0.39,0.17
ILMN_1712803,-0.33,-0.26,0.35,0.64,0.29
ILMN_1735093,0.28,0.28,0.36,0.08,0.16
ILMN_1788489,0.03,-0.13,0.29,0.67,0.5
ILMN_3251526,0.18,0.17,0.42,0.22,0.1
ILMN_1708059,0.18,0.17,0.42,0.22,0.1
ILMN_1661387,0.31,0.02,0.4,0.25,0.09
ILMN_1660819,0.31,0.02,0.4,0.25,0.09
ILMN_2215881,0.31,0.02,0.4,0.25,0.09
ILMN_1704134,0.31,0.02,0.4,0.25,0.09
ILMN_1756204,0.1,0.05,0.22,0.37,0.17
ILMN_1719792,-0.17,0.18,0.14,0.61,0.23
ILMN_2179778,-0.17,0.18,0.14,0.61,0.23
ILMN_1739103,0.18,-0.18,-0.35,-0.09,-0.01
ILMN_2386008,0.18,-0.18,-0.35,-0.09,-0.01
ILMN_1796423,-0.48,-0.08,-0.46,-0.14,-0.47
ILMN_2308338,-0.23,-0.19,-0.38,-0.43,-0.53
ILMN_1695354,-0.23,-0.19,-0.38,-0.43,-0.53
ILMN_1787794,-0.23,-0.19,-0.38,-0.43,-0.53
ILMN_1810239,-0.23,-0.19,-0.38,-0.43,-0.53
ILMN_3245659,0.07,0.04,0.33,0.19,0.14
ILMN_1652716,0.07,0.04,0.33,0.19,0.14
ILMN_1762952,0.05,-0.04,-0.32,0.06,-0.09
ILMN_1803691,0.05,-0.04,-0.32,0.06,-0.09
ILMN_1773295,0.05,-0.04,-0.32,0.06,-0.09
ILMN_1727040,0.05,-0.04,-0.32,0.06,-0.09
ILMN_1728934,0.2,0.05,0.55,0.38,0.09
ILMN_1658302,0.04,-0.14,-0.14,-0.29,-0.23
ILMN_1694799,0.04,-0.14,-0.14,-0.29,-0.23
ILMN_1713613,0.04,-0.14,-0.14,-0.29,-0.23
ILMN_1769406,0.04,-0.14,-0.14,-0.29,-0.23
ILMN_1656399,-0.2,-0.22,-0.31,-0.4,-0.29
ILMN_1670561,-0.2,-0.22,-0.31,-0.4,-0.29
ILMN_2402272,-0.2,-0.22,-0.31,-0.4,-0.29
ILMN_1682864,-0.15,0.02,-0.06,-0.27,-0.12
ILMN_2401436,0.34,0.33,0.61,0.51,0.23
ILMN_1766658,0.34,0.33,0.61,0.51,0.23
ILMN_1667183,0.1,-0.18,-0.28,-0.41,-0.27
ILMN_1717357,0.1,-0.18,-0.28,-0.41,-0.27
ILMN_2313821,0.1,-0.18,-0.28,-0.41,-0.27
ILMN_1668408,0.1,-0.18,-0.28,-0.41,-0.27
ILMN_1801939,0.12,-0.01,0.33,0.54,0.21
ILMN_3234837,0.02,-0.15,-0.06,0.05,0.76
ILMN_1734445,0.02,-0.15,-0.06,0.05,0.76
ILMN_1666665,-0.53,-0.01,-0.3,-0.15,-0.55
ILMN_1673721,0.23,0.31,0.6,0.18,0.32
ILMN_2351916,0.23,0.31,0.6,0.18,0.32
ILMN_1719089,0.23,0.31,0.6,0.18,0.32
ILMN_2245180,-0.08,0.14,0.28,0.31,0.24
ILMN_1778764,-0.08,0.14,0.28,0.31,0.24
ILMN_1693145,-0.08,0.14,0.28,0.31,0.24
ILMN_2386100,-0.08,0.14,0.28,0.31,0.24
ILMN_1735461,0.38,0.06,0.25,0.22,0.41
ILMN_1682857,0.29,0.03,0.48,0.25,0.22
ILMN_2244004,0.22,-0.1,-0.3,-0.26,-0.21
ILMN_1662801,0.22,-0.1,-0.3,-0.26,-0.21
ILMN_1656316,0.22,-0.1,-0.3,-0.26,-0.21
ILMN_1772329,0.22,-0.1,0.3,0.4,0.3
ILMN_1749239,0.22,-0.1,0.3,0.4,0.3
ILMN_1707156,0.22,-0.1,0.3,0.4,0.3
ILMN_1684217,0.21,0.2,0.62,0.53,0.37
ILMN_1679666,-0.41,-0.29,-0.31,-0.52,-0.5
ILMN_3239177,-0.03,-0.07,-0.34,-0.23,-0.21
ILMN_1753196,0.08,-0.06,0.5,0.53,0.33
ILMN_2042771,0.08,-0.06,0.5,0.53,0.33
ILMN_1711049,-0.1,-0.14,0,-0.44,-0.07
ILMN_2355274,-0.1,-0.14,0,-0.44,-0.07
ILMN_3241524,0,-0.17,-0.18,-0.29,-0.11
ILMN_1779857,0.23,0.15,0.37,0.23,0.4
ILMN_2137789,0.23,0.15,0.37,0.23,0.4
ILMN_1680738,-0.22,0.01,-0.14,-0.42,-0.31
ILMN_1796589,0.31,0.09,0.52,0.25,0.25
ILMN_1785444,0,-0.19,-0.43,-0.29,-0.19
ILMN_1801769,-0.07,-0.27,-0.13,-0.24,-0.35
ILMN_1779279,0.05,-0.05,0.12,-0.05,-0.34
ILMN_3248961,0.05,-0.05,0.12,-0.05,-0.34
ILMN_1766125,0.1,0.21,0.34,0.01,-0.07
ILMN_1656378,0.1,0.09,0.29,-0.07,0.06
ILMN_2062620,0.1,0.09,0.29,-0.07,0.06
ILMN_1703092,0.12,0.29,0.37,0.32,0
ILMN_2125346,-0.26,0,-0.43,-0.38,-0.5
ILMN_1669046,-0.2,-0.28,-0.5,0.04,0.08
ILMN_2388547,0.24,-0.08,0.13,0.32,0.7
ILMN_1751708,0.07,-0.22,-0.12,-0.3,-0.06
ILMN_2207720,0.07,-0.22,-0.12,-0.3,-0.06
ILMN_2375003,-0.06,0.06,0.28,0.04,-0.09
ILMN_1681657,-0.06,0.06,0.28,0.04,-0.09
ILMN_2375002,-0.06,0.06,0.28,0.04,-0.09
ILMN_2293529,0.13,0.07,0.17,0.08,0.32
ILMN_1733690,0.13,0.07,0.17,0.08,0.32
ILMN_1703049,0.13,0.07,0.17,0.08,0.32
ILMN_2410406,0.13,0.07,0.17,0.08,0.32
ILMN_1811472,0.18,-0.23,0.35,0.3,0.09
ILMN_1716553,0.18,-0.23,0.35,0.3,0.09
ILMN_1762792,-0.22,-0.18,-0.3,-0.47,-0.51
ILMN_2246382,-0.22,-0.18,-0.3,-0.47,-0.51
ILMN_2306189,-0.22,-0.18,-0.3,-0.47,-0.51
ILMN_1775522,-0.22,-0.18,-0.3,-0.47,-0.51
ILMN_1767219,0.34,0.02,0.22,0.05,0.36
ILMN_1746686,0.34,0.02,0.22,0.05,0.36
ILMN_1807072,0.09,-0.09,-0.21,-0.05,-0.28
ILMN_1656293,0.09,-0.09,-0.21,-0.05,-0.28
ILMN_1722812,0.09,-0.09,-0.21,-0.05,-0.28
ILMN_2363489,-0.08,0.1,-0.14,-0.21,-0.33
ILMN_1658805,-0.08,0.1,-0.14,-0.21,-0.33
ILMN_1778684,-0.08,0.1,-0.14,-0.21,-0.33
ILMN_2219466,0.01,0.14,0.5,0.26,-0.08
ILMN_1714880,0.28,-0.1,0.49,0.15,-0.05
ILMN_1705679,-0.14,-0.02,-0.12,-0.13,-0.46
ILMN_2069446,-0.14,-0.02,-0.12,-0.13,-0.46
ILMN_1732516,0.34,0.2,0.43,0.25,0.13
ILMN_1689953,-0.1,-0.14,-0.17,-0.3,-0.1
ILMN_2285996,0.45,0.39,0.59,0.14,0.29
ILMN_1732150,0.45,0.39,0.59,0.14,0.29
ILMN_2412521,0.45,0.39,0.59,0.14,0.29
ILMN_2326713,-0.07,0.4,-0.25,-0.34,-0.35
ILMN_1794740,-0.07,0.4,-0.25,-0.34,-0.35
ILMN_1661589,-0.07,0.4,-0.25,-0.34,-0.35
ILMN_1749829,-0.23,-0.17,0.25,0.4,0.13
ILMN_3239771,-0.23,-0.17,0.25,0.4,0.13
ILMN_3249406,0.12,0.05,0.22,0.12,0.32
ILMN_1696556,0.12,0.05,0.22,0.12,0.32
ILMN_1710428,0.22,0.32,0.33,0.61,0.32
ILMN_1747911,0.22,0.32,0.33,0.61,0.32
ILMN_2212909,0.4,0.12,0.52,0.28,0.28
ILMN_1731184,0.4,0.12,0.52,0.28,0.28
ILMN_1665964,-0.2,0.08,-0.09,-0.11,-0.37
ILMN_1728746,-0.2,0.08,-0.09,-0.11,-0.37
ILMN_1815758,-0.2,0.08,-0.09,-0.11,-0.37
ILMN_1729019,-0.19,0.23,0.08,0.37,0.23
ILMN_1663390,-0.08,-0.33,0.19,0.53,0.29
ILMN_1808071,-0.16,-0.16,0.31,0.42,0.24
ILMN_1711005,0.34,0.47,0.51,0.52,0.36
ILMN_1733396,0.34,0.47,0.51,0.52,0.36
ILMN_1665483,0.28,0.07,0.2,0.32,0.25
ILMN_2338323,0.22,-0.05,0.27,0.6,0.16
ILMN_1740384,0.22,-0.05,0.27,0.6,0.16
ILMN_1670506,-0.16,-0.26,-0.17,-0.29,-0.21
ILMN_1779374,-0.16,-0.26,-0.17,-0.29,-0.21
ILMN_2394242,-0.16,-0.26,-0.17,-0.29,-0.21
ILMN_1705907,0.14,-0.01,0.11,0,0.31
ILMN_NORMAX,1.66,1.66,1.66,1.66,1.66
ILMN_NORMIN,-1.4,-1.4,-1.4,-1.4,-1.4
